"Handle","Title","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Metafield: product.color [list.single_line_text_field]","Metafield: product.size [list.single_line_text_field]","Metafield: product.fabric [single_line_text_field]","Metafield: product.age_group [single_line_text_field]","Metafield: product.target_gender [single_line_text_field]","Metafield: product.clothing_features [multi_line_text_field]"
"the-floaty-sleeve-crop-top-white","The floaty sleeve crop top - white","Size","6","Color","White","FLOATY-SLEEVE-TOP-WHT-6","[White]","[6]","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","The floaty sleeve crop top - white","Size","8","Color","White","FLOATY-SLEEVE-TOP-WHT-8","[White]","[8]","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","The floaty sleeve crop top - white","Size","10","Color","White","FLOATY-SLEEVE-TOP-WHT-10","[White]","[10]","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","The floaty sleeve crop top - white","Size","12","Color","White","FLOATY-SLEEVE-TOP-WHT-12","[White]","[12]","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","The floaty sleeve crop top - white","Size","14","Color","White","FLOATY-SLEEVE-TOP-WHT-14","[White]","[14]","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","The floaty sleeve crop top - white","Size","16","Color","White","FLOATY-SLEEVE-TOP-WHT-16","[White]","[16]","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-floaty-sleeve-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-burnout-maxi-skirt-cream","The fold over burnout maxi skirt - cream","Size","4","Color","Cream","FOLD-OVER-SKT-CRE-4","[White]","[4]","","Adult","Female",""
"the-burnout-maxi-skirt-cream","The fold over burnout maxi skirt - cream","Size","6","Color","Cream","FOLD-OVER-SKT-CRE-6","[White]","[6]","","Adult","Female",""
"the-burnout-maxi-skirt-cream","The fold over burnout maxi skirt - cream","Size","8","Color","Cream","FOLD-OVER-SKT-CRE-8","[White]","[8]","","Adult","Female",""
"the-burnout-maxi-skirt-cream","The fold over burnout maxi skirt - cream","Size","10","Color","Cream","FOLD-OVER-SKT-CRE-10","[White]","[10]","","Adult","Female",""
"the-burnout-maxi-skirt-cream","The fold over burnout maxi skirt - cream","Size","12","Color","Cream","FOLD-OVER-SKT-CRE-12","[White]","[12]","","Adult","Female",""
"the-burnout-maxi-skirt-cream","The fold over burnout maxi skirt - cream","Size","14","Color","Cream","FOLD-OVER-SKT-CRE-14","[White]","[14]","","Adult","Female",""
"the-burnout-maxi-skirt-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-burnout-maxi-skirt-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-burnout-maxi-skirt-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-burnout-maxi-skirt-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-burnout-maxi-skirt-powder-blue","The fold over burnout maxi skirt - powder blue","Size","4","Color","Blue","FOLD-OVER-SKT-BLU-4","[Blue]","[4]","","Adult","Female",""
"the-burnout-maxi-skirt-powder-blue","The fold over burnout maxi skirt - powder blue","Size","6","Color","Blue","FOLD-OVER-SKT-BLU-6","[Blue]","[6]","","Adult","Female",""
"the-burnout-maxi-skirt-powder-blue","The fold over burnout maxi skirt - powder blue","Size","8","Color","Blue","FOLD-OVER-SKT-BLU-8","[Blue]","[8]","","Adult","Female",""
"the-burnout-maxi-skirt-powder-blue","The fold over burnout maxi skirt - powder blue","Size","10","Color","Blue","FOLD-OVER-SKT-BLU-10","[Blue]","[10]","","Adult","Female",""
"the-burnout-maxi-skirt-powder-blue","The fold over burnout maxi skirt - powder blue","Size","12","Color","Blue","FOLD-OVER-SKT-BLU-12","[Blue]","[12]","","Adult","Female",""
"the-burnout-maxi-skirt-powder-blue","The fold over burnout maxi skirt - powder blue","Size","14","Color","Blue","FOLD-OVER-SKT-BLU-14","[Blue]","[14]","","Adult","Female",""
"the-burnout-maxi-skirt-powder-blue","","Size","","Color","blue","","[Blue]","","","Adult","Female",""
"the-burnout-maxi-skirt-powder-blue","","Size","","Color","blue","","[Blue]","","","Adult","Female",""
"the-burnout-maxi-skirt-powder-blue","","Size","","Color","blue","","[Blue]","","","Adult","Female",""
"the-lace-fitted-trousers-white","The fold over lace trousers - white","Size","4","Color","White","FOLD-OVER-TRS-WHT-4","[White]","[4]","Lace","Adult","Female",""
"the-lace-fitted-trousers-white","The fold over lace trousers - white","Size","6","Color","White","FOLD-OVER-TRS-WHT-6","[White]","[6]","Lace","Adult","Female",""
"the-lace-fitted-trousers-white","The fold over lace trousers - white","Size","8","Color","White","FOLD-OVER-TRS-WHT-8","[White]","[8]","Lace","Adult","Female",""
"the-lace-fitted-trousers-white","The fold over lace trousers - white","Size","10","Color","White","FOLD-OVER-TRS-WHT-10","[White]","[10]","Lace","Adult","Female",""
"the-lace-fitted-trousers-white","The fold over lace trousers - white","Size","12","Color","White","FOLD-OVER-TRS-WHT-12","[White]","[12]","Lace","Adult","Female",""
"the-lace-fitted-trousers-white","The fold over lace trousers - white","Size","14","Color","White","FOLD-OVER-TRS-WHT-14","[White]","[14]","Lace","Adult","Female",""
"the-lace-fitted-trousers-white","","Size","","Color","white","","[White]","","Lace","Adult","Female",""
"the-lace-fitted-trousers-white","","Size","","Color","white","","[White]","","Lace","Adult","Female",""
"the-lace-fitted-trousers-white","","Size","","Color","white","","[White]","","Lace","Adult","Female",""
"the-lace-fitted-trousers-white","","Size","","Color","white","","[White]","","Lace","Adult","Female",""
"the-fold-over-ruffle-shorts-beige","The foldover ruffle shorts - beige","Size","4","Color","Beige","FOLDOVER-RUFFLE-SRT-BEG-4","","[4]","","Adult","Female",""
"the-fold-over-ruffle-shorts-beige","The foldover ruffle shorts - beige","Size","6","Color","Beige","FOLDOVER-RUFFLE-SRT-BEG-6","","[6]","","Adult","Female",""
"the-fold-over-ruffle-shorts-beige","The foldover ruffle shorts - beige","Size","8","Color","Beige","FOLDOVER-RUFFLE-SRT-BEG-8","","[8]","","Adult","Female",""
"the-fold-over-ruffle-shorts-beige","The foldover ruffle shorts - beige","Size","10","Color","Beige","FOLDOVER-RUFFLE-SRT-BEG-10","","[10]","","Adult","Female",""
"the-fold-over-ruffle-shorts-beige","The foldover ruffle shorts - beige","Size","12","Color","Beige","FOLDOVER-RUFFLE-SRT-BEG-12","","[12]","","Adult","Female",""
"the-fold-over-ruffle-shorts-beige","The foldover ruffle shorts - beige","Size","14","Color","Beige","FOLDOVER-RUFFLE-SRT-BEG-14","","[14]","","Adult","Female",""
"the-fold-over-ruffle-shorts-beige","","Size","","Color","beige","","","","","Adult","Female",""
"the-fold-over-ruffle-shorts-beige","","Size","","Color","beige","","","","","Adult","Female",""
"the-fold-over-ruffle-shorts-beige","","Size","","Color","beige","","","","","Adult","Female",""
"the-high-neck-bodysuit-blush","The high neck bodysuit - blush","Size","XS (4-6)","Color","Blush","HIGH-NECK-GEN-BLU-XS","[Pink]","[XS (4-6)]","","Adult","Female",""
"the-high-neck-bodysuit-blush","The high neck bodysuit - blush","Size","S (6-8)","Color","Blush","HIGH-NECK-GEN-BLU-S","[Pink]","[S (6-8)]","","Adult","Female",""
"the-high-neck-bodysuit-blush","The high neck bodysuit - blush","Size","M (8-10)","Color","Blush","HIGH-NECK-GEN-BLU-M","[Pink]","[M (8-10)]","","Adult","Female",""
"the-high-neck-bodysuit-blush","The high neck bodysuit - blush","Size","L (10-12)","Color","Blush","HIGH-NECK-GEN-BLU-L","[Pink]","[L (10-12)]","","Adult","Female",""
"the-high-neck-bodysuit-blush","The high neck bodysuit - blush","Size","XL (12-14)","Color","Blush","HIGH-NECK-GEN-BLU-XL","[Pink]","[XL (12-14)]","","Adult","Female",""
"the-high-neck-bodysuit-blush","","Size","","Color","blush","","[Pink]","","","Adult","Female",""
"the-high-neck-bodysuit-blush","","Size","","Color","blush","","[Pink]","","","Adult","Female",""
"the-high-neck-bodysuit-blush","","Size","","Color","blush","","[Pink]","","","Adult","Female",""
"the-high-neck-bodysuit-taupe","The high neck bodysuit - taupe","Size","XS (4-6)","Color","Taupe","HIGH-NECK-GEN-TAU-XS","[White]","[XS (4-6)]","","Adult","Female",""
"the-high-neck-bodysuit-taupe","The high neck bodysuit - taupe","Size","S (6-8)","Color","Taupe","HIGH-NECK-GEN-TAU-S","[White]","[S (6-8)]","","Adult","Female",""
"the-high-neck-bodysuit-taupe","The high neck bodysuit - taupe","Size","M (8-10)","Color","Taupe","HIGH-NECK-GEN-TAU-M","[White]","[M (8-10)]","","Adult","Female",""
"the-high-neck-bodysuit-taupe","The high neck bodysuit - taupe","Size","L (10-12)","Color","Taupe","HIGH-NECK-GEN-TAU-L","[White]","[L (10-12)]","","Adult","Female",""
"the-high-neck-bodysuit-taupe","The high neck bodysuit - taupe","Size","XL (12-14)","Color","Taupe","HIGH-NECK-GEN-TAU-XL","[White]","[XL (12-14)]","","Adult","Female",""
"the-high-neck-bodysuit-taupe","","Size","","Color","taupe","","[White]","","","Adult","Female",""
"the-high-neck-bodysuit-taupe","","Size","","Color","taupe","","[White]","","","Adult","Female",""
"the-high-neck-bodysuit-taupe","","Size","","Color","taupe","","[White]","","","Adult","Female",""
"the-high-neck-bodysuit-taupe","","Size","","Color","taupe","","[White]","","","Adult","Female",""
"the-high-neck-crop-top-white","The high neck crop top - white","Size","4","Color","White","HIGH-NECK-TOP-WHT-4","[White]","[4]","","Adult","Female",""
"the-high-neck-crop-top-white","The high neck crop top - white","Size","6","Color","White","HIGH-NECK-TOP-WHT-6","[White]","[6]","","Adult","Female",""
"the-high-neck-crop-top-white","The high neck crop top - white","Size","8","Color","White","HIGH-NECK-TOP-WHT-8","[White]","[8]","","Adult","Female",""
"the-high-neck-crop-top-white","The high neck crop top - white","Size","10","Color","White","HIGH-NECK-TOP-WHT-10","[White]","[10]","","Adult","Female",""
"the-high-neck-crop-top-white","The high neck crop top - white","Size","12","Color","White","HIGH-NECK-TOP-WHT-12","[White]","[12]","","Adult","Female",""
"the-high-neck-crop-top-white","The high neck crop top - white","Size","14","Color","White","HIGH-NECK-TOP-WHT-14","[White]","[14]","","Adult","Female",""
"the-high-neck-crop-top-white","The high neck crop top - white","Size","16","Color","White","HIGH-NECK-TOP-WHT-16","[White]","[16]","","Adult","Female",""
"the-high-neck-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-high-neck-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-high-neck-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-high-neck-crop-top-white","","Size","","Color","white","","[White]","","","Adult","Female",""
"the-high-neck-leather-crop-top-black","The high neck leather crop top - black","Size","4","Color","Black","HIGH-NECK-TOP-BLK-4","[Black]","[4]","","Adult","Female",""
"the-high-neck-leather-crop-top-black","The high neck leather crop top - black","Size","6","Color","Black","HIGH-NECK-TOP-BLK-6","[Black]","[6]","","Adult","Female",""
"the-high-neck-leather-crop-top-black","The high neck leather crop top - black","Size","8","Color","Black","HIGH-NECK-TOP-BLK-8","[Black]","[8]","","Adult","Female",""
"the-high-neck-leather-crop-top-black","The high neck leather crop top - black","Size","10","Color","Black","HIGH-NECK-TOP-BLK-10","[Black]","[10]","","Adult","Female",""
"the-high-neck-leather-crop-top-black","The high neck leather crop top - black","Size","12","Color","Black","HIGH-NECK-TOP-BLK-12","[Black]","[12]","","Adult","Female",""
"the-high-neck-leather-crop-top-black","The high neck leather crop top - black","Size","14","Color","Black","HIGH-NECK-TOP-BLK-14","[Black]","[14]","","Adult","Female",""
"the-high-neck-leather-crop-top-black","The high neck leather crop top - black","Size","16","Color","Black","HIGH-NECK-TOP-BLK-16","[Black]","[16]","","Adult","Female",""
"the-high-neck-leather-crop-top-black","","Size","","Color","black","","[Black]","","","Adult","Female",""
"the-high-neck-leather-crop-top-black","","Size","","Color","black","","[Black]","","","Adult","Female",""
"the-high-neck-leather-crop-top-black","","Size","","Color","black","","[Black]","","","Adult","Female",""
"the-high-neck-leather-crop-top-black","","Size","","Color","black","","[Black]","","","Adult","Female",""
"the-high-neck-leather-crop-top-stone-1","The high neck leather crop top - stone","Size","4","Color","Stone","HIGH-NECK-TOP-XXX-4","[White]","[4]","","Adult","Female",""
"the-high-neck-leather-crop-top-stone-1","The high neck leather crop top - stone","Size","6","Color","Stone","HIGH-NECK-TOP-XXX-6","[White]","[6]","","Adult","Female",""
"the-high-neck-leather-crop-top-stone-1","The high neck leather crop top - stone","Size","8","Color","Stone","HIGH-NECK-TOP-XXX-8","[White]","[8]","","Adult","Female",""
"the-high-neck-leather-crop-top-stone-1","The high neck leather crop top - stone","Size","10","Color","Stone","HIGH-NECK-TOP-XXX-10","[White]","[10]","","Adult","Female",""
"the-high-neck-leather-crop-top-stone-1","The high neck leather crop top - stone","Size","12","Color","Stone","HIGH-NECK-TOP-XXX-12","[White]","[12]","","Adult","Female",""
"the-high-neck-leather-crop-top-stone-1","The high neck leather crop top - stone","Size","14","Color","Stone","HIGH-NECK-TOP-XXX-14","[White]","[14]","","Adult","Female",""
"the-high-neck-leather-crop-top-stone-1","The high neck leather crop top - stone","Size","16","Color","Stone","HIGH-NECK-TOP-XXX-16","[White]","[16]","","Adult","Female",""
"the-high-neck-leather-crop-top-stone-1","","Size","","Color","1","","","","","Adult","Female",""
"the-high-neck-leather-crop-top-stone-1","","Size","","Color","1","","","","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","The high neck suede crop top - cream","Size","4","Color","Cream","HIGH-NECK-TOP-CRE-4","[White]","[4]","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","The high neck suede crop top - cream","Size","6","Color","Cream","HIGH-NECK-TOP-CRE-6","[White]","[6]","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","The high neck suede crop top - cream","Size","8","Color","Cream","HIGH-NECK-TOP-CRE-8","[White]","[8]","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","The high neck suede crop top - cream","Size","10","Color","Cream","HIGH-NECK-TOP-CRE-10","[White]","[10]","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","The high neck suede crop top - cream","Size","12","Color","Cream","HIGH-NECK-TOP-CRE-12","[White]","[12]","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","The high neck suede crop top - cream","Size","14","Color","Cream","HIGH-NECK-TOP-CRE-14","[White]","[14]","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-high-neck-suede-crop-top-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","The high neck suede crop top - khaki","Size","4","Color","Khaki","HIGH-NECK-TOP-KHA-4","[Green]","[4]","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","The high neck suede crop top - khaki","Size","6","Color","Khaki","HIGH-NECK-TOP-KHA-6","[Green]","[6]","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","The high neck suede crop top - khaki","Size","8","Color","Khaki","HIGH-NECK-TOP-KHA-8","[Green]","[8]","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","The high neck suede crop top - khaki","Size","10","Color","Khaki","HIGH-NECK-TOP-KHA-10","[Green]","[10]","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","The high neck suede crop top - khaki","Size","12","Color","Khaki","HIGH-NECK-TOP-KHA-12","[Green]","[12]","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","The high neck suede crop top - khaki","Size","14","Color","Khaki","HIGH-NECK-TOP-KHA-14","[Green]","[14]","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","","Size","","Color","khaki","","[Green]","","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","","Size","","Color","khaki","","[Green]","","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","","Size","","Color","khaki","","[Green]","","","Adult","Female",""
"the-high-neck-suede-crop-top-khaki","","Size","","Color","khaki","","[Green]","","","Adult","Female",""
"the-high-neck-suede-mini-camel","The high neck suede mini - camel","Size","4","Color","Camel","HIGH-NECK-GEN-CAM-4","[Brown]","[4]","","Adult","Female",""
"the-high-neck-suede-mini-camel","The high neck suede mini - camel","Size","6","Color","Camel","HIGH-NECK-GEN-CAM-6","[Brown]","[6]","","Adult","Female",""
"the-high-neck-suede-mini-camel","The high neck suede mini - camel","Size","8","Color","Camel","HIGH-NECK-GEN-CAM-8","[Brown]","[8]","","Adult","Female",""
"the-high-neck-suede-mini-camel","The high neck suede mini - camel","Size","10","Color","Camel","HIGH-NECK-GEN-CAM-10","[Brown]","[10]","","Adult","Female",""
"the-high-neck-suede-mini-camel","The high neck suede mini - camel","Size","12","Color","Camel","HIGH-NECK-GEN-CAM-12","[Brown]","[12]","","Adult","Female",""
"the-high-neck-suede-mini-camel","The high neck suede mini - camel","Size","14","Color","Camel","HIGH-NECK-GEN-CAM-14","[Brown]","[14]","","Adult","Female",""
"the-high-neck-suede-mini-camel","","Size","","Color","camel","","[Brown]","","","Adult","Female",""
"the-high-neck-suede-mini-camel","","Size","","Color","camel","","[Brown]","","","Adult","Female",""
"the-high-neck-suede-mini-camel","","Size","","Color","camel","","[Brown]","","","Adult","Female",""
"copy-the-high-neck-mini-cream","The high neck suede mini - cream","Size","4","Color","Cream","HIGH-NECK-GEN-CRE-4","[White]","[4]","","Adult","Female",""
"copy-the-high-neck-mini-cream","The high neck suede mini - cream","Size","6","Color","Cream","HIGH-NECK-GEN-CRE-6","[White]","[6]","","Adult","Female",""
"copy-the-high-neck-mini-cream","The high neck suede mini - cream","Size","8","Color","Cream","HIGH-NECK-GEN-CRE-8","[White]","[8]","","Adult","Female",""
"copy-the-high-neck-mini-cream","The high neck suede mini - cream","Size","10","Color","Cream","HIGH-NECK-GEN-CRE-10","[White]","[10]","","Adult","Female",""
"copy-the-high-neck-mini-cream","The high neck suede mini - cream","Size","12","Color","Cream","HIGH-NECK-GEN-CRE-12","[White]","[12]","","Adult","Female",""
"copy-the-high-neck-mini-cream","The high neck suede mini - cream","Size","14","Color","Cream","HIGH-NECK-GEN-CRE-14","[White]","[14]","","Adult","Female",""
"copy-the-high-neck-mini-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"copy-the-high-neck-mini-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"copy-the-high-neck-mini-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"copy-the-high-neck-mini-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"copy-the-high-neck-mini-cream","","Size","","Color","cream","","[White]","","","Adult","Female",""
"the-high-neck-mini-khaki","The high neck suede mini - khaki","Size","4","Color","Khaki","HIGH-NECK-GEN-KHA-4","[Green]","[4]","","Adult","Female",""
"the-high-neck-mini-khaki","The high neck suede mini - khaki","Size","6","Color","Khaki","HIGH-NECK-GEN-KHA-6","[Green]","[6]","","Adult","Female",""
"the-high-neck-mini-khaki","The high neck suede mini - khaki","Size","8","Color","Khaki","HIGH-NECK-GEN-KHA-8","[Green]","[8]","","Adult","Female",""
"the-high-neck-mini-khaki","The high neck suede mini - khaki","Size","10","Color","Khaki","HIGH-NECK-GEN-KHA-10","[Green]","[10]","","Adult","Female",""
"the-high-neck-mini-khaki","The high neck suede mini - khaki","Size","12","Color","Khaki","HIGH-NECK-GEN-KHA-12","[Green]","[12]","","Adult","Female",""
"the-high-neck-mini-khaki","The high neck suede mini - khaki","Size","14","Color","Khaki","HIGH-NECK-GEN-KHA-14","[Green]","[14]","","Adult","Female",""
"the-high-neck-mini-khaki","","Size","","Color","khaki","","[Green]","","","Adult","Female",""
"the-high-neck-mini-khaki","","Size","","Color","khaki","","[Green]","","","Adult","Female",""
"the-high-neck-mini-khaki","","Size","","Color","khaki","","[Green]","","","Adult","Female",""
"the-high-neck-mini-khaki","","Size","","Color","khaki","","[Green]","","","Adult","Female",""
"the-high-neck-mini-khaki","","Size","","Color","khaki","","[Green]","","","Adult","Female",""
"the-hook-eye-lace-up-corset-white","The hook & eye lace up corset - white","Size","4","Color","White","HOOK-EYE-CRST-WHT-4","[White]","[4]","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","The hook & eye lace up corset - white","Size","6","Color","White","HOOK-EYE-CRST-WHT-6","[White]","[6]","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","The hook & eye lace up corset - white","Size","8","Color","White","HOOK-EYE-CRST-WHT-8","[White]","[8]","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","The hook & eye lace up corset - white","Size","10","Color","White","HOOK-EYE-CRST-WHT-10","[White]","[10]","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","The hook & eye lace up corset - white","Size","12","Color","White","HOOK-EYE-CRST-WHT-12","[White]","[12]","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","The hook & eye lace up corset - white","Size","14","Color","White","HOOK-EYE-CRST-WHT-14","[White]","[14]","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","The hook & eye lace up corset - white","Size","16","Color","White","HOOK-EYE-CRST-WHT-16","[White]","[16]","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","","Size","","Color","white","","[White]","","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","","Size","","Color","white","","[White]","","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","","Size","","Color","white","","[White]","","Lace","Adult","Female","Corset"
"the-hook-eye-lace-up-corset-white","","Size","","Color","white","","[White]","","Lace","Adult","Female","Corset"
"the-isla-mini-black-lace","The isla mini - black lace","Size","XS (4-6)","Color","Lace","ISLA-MINI-GEN-LAC-XS","","[XS (4-6)]","Lace","Adult","Female",""
"the-isla-mini-black-lace","The isla mini - black lace","Size","S (6-8)","Color","Lace","ISLA-MINI-GEN-LAC-S","","[S (6-8)]","Lace","Adult","Female",""
"the-isla-mini-black-lace","The isla mini - black lace","Size","M (8-10)","Color","Lace","ISLA-MINI-GEN-LAC-M","","[M (8-10)]","Lace","Adult","Female",""
"the-isla-mini-black-lace","The isla mini - black lace","Size","L (10-12)","Color","Lace","ISLA-MINI-GEN-LAC-L","","[L (10-12)]","Lace","Adult","Female",""
"the-isla-mini-black-lace","The isla mini - black lace","Size","XL (12-14)","Color","Lace","ISLA-MINI-GEN-LAC-XL","","[XL (12-14)]","Lace","Adult","Female",""
"the-isla-mini-black-lace","","Size","","Color","lace","","","","Lace","Adult","Female",""
"the-isla-mini-black-lace","","Size","","Color","lace","","","","Lace","Adult","Female",""
"the-isla-mini-black-lace","","Size","","Color","lace","","","","Lace","Adult","Female",""
"the-isla-mini-black-lace","","Size","","Color","lace","","","","Lace","Adult","Female",""
"the-isla-mini-black-lace","","Size","","Color","lace","","","","Lace","Adult","Female",""
"the-isla-mini-black-lace","","Size","","Color","lace","","","","Lace","Adult","Female",""
"the-knit-bandeau-maxi-lemon","The knit bandeau maxi - lemon","Size","XS (4-6)","Color","Lemon","KNIT-BANDEAU-GEN-LEM-XS","[Yellow]","[XS (4-6)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-lemon","The knit bandeau maxi - lemon","Size","S (6-8)","Color","Lemon","KNIT-BANDEAU-GEN-LEM-S","[Yellow]","[S (6-8)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-lemon","The knit bandeau maxi - lemon","Size","M (8-10)","Color","Lemon","KNIT-BANDEAU-GEN-LEM-M","[Yellow]","[M (8-10)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-lemon","The knit bandeau maxi - lemon","Size","L (10-12)","Color","Lemon","KNIT-BANDEAU-GEN-LEM-L","[Yellow]","[L (10-12)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-lemon","The knit bandeau maxi - lemon","Size","XL (12-14)","Color","Lemon","KNIT-BANDEAU-GEN-LEM-XL","[Yellow]","[XL (12-14)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-lemon","","Size","","Color","lemon","","[Yellow]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-lemon","","Size","","Color","lemon","","[Yellow]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-lemon","","Size","","Color","lemon","","[Yellow]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","The knit bandeau maxi - mocha","Size","XS (4-6)","Color","Mocha","KNIT-BANDEAU-GEN-MOC-XS","[Brown]","[XS (4-6)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","The knit bandeau maxi - mocha","Size","S (6-8)","Color","Mocha","KNIT-BANDEAU-GEN-MOC-S","[Brown]","[S (6-8)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","The knit bandeau maxi - mocha","Size","M (8-10)","Color","Mocha","KNIT-BANDEAU-GEN-MOC-M","[Brown]","[M (8-10)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","The knit bandeau maxi - mocha","Size","L (10-12)","Color","Mocha","KNIT-BANDEAU-GEN-MOC-L","[Brown]","[L (10-12)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","The knit bandeau maxi - mocha","Size","XL (12-14)","Color","Mocha","KNIT-BANDEAU-GEN-MOC-XL","[Brown]","[XL (12-14)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","","Size","","Color","mocha","","[Brown]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","","Size","","Color","mocha","","[Brown]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","","Size","","Color","mocha","","[Brown]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","","Size","","Color","mocha","","[Brown]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-mocha","","Size","","Color","mocha","","[Brown]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-sage","The knit bandeau maxi - sage green","Size","XS (4-6)","Color","Sage","KNIT-BANDEAU-GEN-SAG-XS","[Green]","[XS (4-6)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-sage","The knit bandeau maxi - sage green","Size","S (6-8)","Color","Sage","KNIT-BANDEAU-GEN-SAG-S","[Green]","[S (6-8)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-sage","The knit bandeau maxi - sage green","Size","M (8-10)","Color","Sage","KNIT-BANDEAU-GEN-SAG-M","[Green]","[M (8-10)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-sage","The knit bandeau maxi - sage green","Size","L (10-12)","Color","Sage","KNIT-BANDEAU-GEN-SAG-L","[Green]","[L (10-12)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-sage","The knit bandeau maxi - sage green","Size","XL (12-14)","Color","Sage","KNIT-BANDEAU-GEN-SAG-XL","[Green]","[XL (12-14)]","Knit","Adult","Female",""
"the-knit-bandeau-maxi-sage","","Size","","Color","sage","","[Green]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-sage","","Size","","Color","sage","","[Green]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-sage","","Size","","Color","sage","","[Green]","","Knit","Adult","Female",""
"the-knit-bandeau-maxi-sage","","Size","","Color","sage","","[Green]","","Knit","Adult","Female",""
