"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Qty","Variant Grams","Image Src"
"the-crochet-wide-band-bikini-bottoms-mocha","","","","","","TRUE","Size","6","Color","melt","THECROCHETWIDEBANDBIKINIBOTTOMSMOCHA-MELT-6","24.00","16","0",""
"the-crochet-wide-band-bikini-bottoms-mocha","","","","","","TRUE","Size","8","Color","melt","THECROCHETWIDEBANDBIKINIBOTTOMSMOCHA-MELT-8","24.00","9","0",""
"the-crochet-wide-band-bikini-bottoms-mocha","","","","","","TRUE","Size","10","Color","melt","THECROCHETWIDEBANDBIKINIBOTTOMSMOCHA-MELT-10","24.00","15","0",""
"the-crochet-wide-band-bikini-bottoms-mocha","","","","","","TRUE","Size","12","Color","melt","THECROCHETWIDEBANDBIKINIBOTTOMSMOCHA-MELT-12","24.00","0","0",""
"the-crochet-wide-band-bikini-bottoms-mocha","","","","","","TRUE","Size","14","Color","melt","THECROCHETWIDEBANDBIKINIBOTTOMSMOCHA-MELT-14","24.00","3","0",""
"the-crochet-wide-band-bikini-bottoms-strawberry","The crochet wide band bikini bottoms","<p data-start=""83"" data-end=""350"">The bikini top of the season. Our crochet wide band bikini bottom features double-layered fabric and a stylish wide band cut designed to sit perfectly on your hips for the ultimate flattering fit. It’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""352"" data-end=""579"">With its delicate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. It’s the staple piece you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Stretchy fabric, slip on style</span></li> <li><span style=""text-align: right;"">Wide band straps for that ultra flattering fit</span></li> <li><span style=""text-align: right;"">Pair with our matching wide band bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</p>","Koko Bay","","30, Prints, SWIM","TRUE","Size","4","Color","sorbet","THECROCHETWIDEBANDBIKINIBOTTOMSSTRAWBERRY-SORBET-4","24.00","5","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2B197584-8968-4C88-B66C-5993CFA996CF.jpg?v=1754710681"
"the-crochet-wide-band-bikini-bottoms-strawberry","","","","","","TRUE","Size","6","Color","sorbet","THECROCHETWIDEBANDBIKINIBOTTOMSSTRAWBERRY-SORBET-6","24.00","2","0",""
"the-crochet-wide-band-bikini-bottoms-strawberry","","","","","","TRUE","Size","8","Color","sorbet","THECROCHETWIDEBANDBIKINIBOTTOMSSTRAWBERRY-SORBET-8","24.00","2","0",""
"the-crochet-wide-band-bikini-bottoms-strawberry","","","","","","TRUE","Size","10","Color","sorbet","THECROCHETWIDEBANDBIKINIBOTTOMSSTRAWBERRY-SORBET-10","24.00","6","0",""
"the-crochet-wide-band-bikini-bottoms-strawberry","","","","","","TRUE","Size","12","Color","sorbet","THECROCHETWIDEBANDBIKINIBOTTOMSSTRAWBERRY-SORBET-12","24.00","0","0",""
"the-crochet-wide-band-bikini-bottoms-strawberry","","","","","","TRUE","Size","14","Color","sorbet","THECROCHETWIDEBANDBIKINIBOTTOMSSTRAWBERRY-SORBET-14","24.00","6","0",""
"the-wide-band-bikini-top-black-white","The crochet wide band bikini top","<p data-start=""97"" data-end=""325"">The bikini top of the season. Our crochet wide band bikini top features double-layered fabric and a stylish wide band cut for the ultimate flattering fit. It’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""327"" data-end=""557"">With its delicate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. It’s the staple piece you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Stretchy fabric, slip on style</span></li> <li><span style=""text-align: right;"">Bow style design, ruched strap detail</span></li> <li><span style=""text-align: right;"">Wide band straps for that ultra flattering fit</span></li> <li><span style=""text-align: right;"">Pair with our matching wide band bikini bottoms</span></li> </ul> <p><br></p> <p><span style=""text-decoration: underline;""><strong><br>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","30, SWIM","TRUE","Size","4","Color","crochet","THEWIDEBANDBIKINITOPBLACKWHITE-CROCHET-4","26.00","20","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/50E96DD3-F624-4622-A3C6-03755B7AD692.jpg?v=1754699974"
"the-wide-band-bikini-top-black-white","","","","","","TRUE","Size","6","Color","crochet","THEWIDEBANDBIKINITOPBLACKWHITE-CROCHET-6","26.00","32","0",""
"the-wide-band-bikini-top-black-white","","","","","","TRUE","Size","8","Color","crochet","THEWIDEBANDBIKINITOPBLACKWHITE-CROCHET-8","26.00","29","0",""
"the-wide-band-bikini-top-black-white","","","","","","TRUE","Size","10","Color","crochet","THEWIDEBANDBIKINITOPBLACKWHITE-CROCHET-10","26.00","40","0",""
"the-wide-band-bikini-top-black-white","","","","","","TRUE","Size","12","Color","crochet","THEWIDEBANDBIKINITOPBLACKWHITE-CROCHET-12","26.00","12","0",""
"the-wide-band-bikini-top-black-white","","","","","","TRUE","Size","14","Color","crochet","THEWIDEBANDBIKINITOPBLACKWHITE-CROCHET-14","26.00","6","0",""
"the-wide-band-bikini-top-black-white","","","","","","TRUE","Size","16","Color","crochet","THEWIDEBANDBIKINITOPBLACKWHITE-CROCHET-16","26.00","0","0",""
"the-crochet-wide-band-bikini-top-lemon","The crochet wide band bikini top","<p data-start=""97"" data-end=""325"">The bikini top of the season. Our crochet wide band bikini top features double-layered fabric and a stylish wide band cut for the ultimate flattering fit. It’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""327"" data-end=""557"">With its delicate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. It’s the staple piece you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Stretchy fabric, slip on style</span></li> <li><span style=""text-align: right;"">Bow style design, ruched strap detail</span></li> <li><span style=""text-align: right;"">Wide band straps for that ultra flattering fit</span></li> <li><span style=""text-align: right;"">Pair with our matching wide band bikini bottoms</span></li> </ul> <p><br></p> <p><span style=""text-decoration: underline;""><strong><br>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","30, Prints, SWIM","TRUE","Size","4","Color","sorbet","THECROCHETWIDEBANDBIKINITOPLEMON-SORBET-4","26.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6D892122-D8DE-4F57-93B5-B71BDF1D615F.jpg?v=1754705387"
"the-crochet-wide-band-bikini-top-lemon","","","","","","TRUE","Size","6","Color","sorbet","THECROCHETWIDEBANDBIKINITOPLEMON-SORBET-6","26.00","0","0",""
"the-crochet-wide-band-bikini-top-lemon","","","","","","TRUE","Size","8","Color","sorbet","THECROCHETWIDEBANDBIKINITOPLEMON-SORBET-8","26.00","0","0",""
"the-crochet-wide-band-bikini-top-lemon","","","","","","TRUE","Size","10","Color","sorbet","THECROCHETWIDEBANDBIKINITOPLEMON-SORBET-10","26.00","17","0",""
"the-crochet-wide-band-bikini-top-lemon","","","","","","TRUE","Size","12","Color","sorbet","THECROCHETWIDEBANDBIKINITOPLEMON-SORBET-12","26.00","0","0",""
"the-crochet-wide-band-bikini-top-lemon","","","","","","TRUE","Size","14","Color","sorbet","THECROCHETWIDEBANDBIKINITOPLEMON-SORBET-14","26.00","11","0",""
"the-crochet-wide-band-bikini-top-mocha","The crochet wide band bikini top","<p data-start=""97"" data-end=""325"">The bikini top of the season. Our crochet wide band bikini top features double-layered fabric and a stylish wide band cut for the ultimate flattering fit. It’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""327"" data-end=""557"">With its delicate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. It’s the staple piece you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Stretchy fabric, slip on style</span></li> <li><span style=""text-align: right;"">Bow style design, ruched strap detail</span></li> <li><span style=""text-align: right;"">Wide band straps for that ultra flattering fit</span></li> <li><span style=""text-align: right;"">Pair with our matching wide band bikini bottoms</span></li> <li><span style=""text-align: right;"">Black &amp; leopard print</span></li> </ul> <p><span style=""text-decoration: underline;""><strong><br>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","30, Prints, SWIM","TRUE","Size","4","Color","melt","THECROCHETWIDEBANDBIKINITOPMOCHA-MELT-4","26.00","14","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/60FB502A-151C-4525-9DEA-DC31672A0CAC.jpg?v=1754704708"
"the-crochet-wide-band-bikini-top-mocha","","","","","","TRUE","Size","6","Color","melt","THECROCHETWIDEBANDBIKINITOPMOCHA-MELT-6","26.00","14","0",""
"the-crochet-wide-band-bikini-top-mocha","","","","","","TRUE","Size","8","Color","melt","THECROCHETWIDEBANDBIKINITOPMOCHA-MELT-8","26.00","8","0",""
"the-crochet-wide-band-bikini-top-mocha","","","","","","TRUE","Size","10","Color","melt","THECROCHETWIDEBANDBIKINITOPMOCHA-MELT-10","26.00","17","0",""
"the-crochet-wide-band-bikini-top-mocha","","","","","","TRUE","Size","12","Color","melt","THECROCHETWIDEBANDBIKINITOPMOCHA-MELT-12","26.00","1","0",""
"the-crochet-wide-band-bikini-top-mocha","","","","","","TRUE","Size","14","Color","melt","THECROCHETWIDEBANDBIKINITOPMOCHA-MELT-14","26.00","10","0",""
"the-crochet-wide-band-bikini-top-strawberry","The crochet wide band bikini top","<p data-start=""97"" data-end=""325"">The bikini top of the season. Our crochet wide band bikini top features double-layered fabric and a stylish wide band cut for the ultimate flattering fit. It’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""327"" data-end=""557"">With its delicate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. It’s the staple piece you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality fabric</li> <li><span style=""text-align: right;"">Stretchy fabric, slip on style</span></li> <li><span style=""text-align: right;"">Bow style design, ruched strap detail</span></li> <li><span style=""text-align: right;"">Wide band straps for that ultra flattering fit</span></li> <li><span style=""text-align: right;"">Pair with our matching wide band bikini bottoms</span></li> </ul> <p><br></p> <p><span style=""text-decoration: underline;""><strong><br>Model measurements:</strong></span></p> <p>Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</p>","Koko Bay","","30, Prints, SWIM","TRUE","Size","4","Color","sorbet","THECROCHETWIDEBANDBIKINITOPSTRAWBERRY-SORBET-4","26.00","11","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/5D0F1F1D-A4FB-4733-A289-0AE072D6BDFD.jpg?v=1754710659"
"the-crochet-wide-band-bikini-top-strawberry","","","","","","TRUE","Size","6","Color","sorbet","THECROCHETWIDEBANDBIKINITOPSTRAWBERRY-SORBET-6","26.00","0","0",""
"the-crochet-wide-band-bikini-top-strawberry","","","","","","TRUE","Size","8","Color","sorbet","THECROCHETWIDEBANDBIKINITOPSTRAWBERRY-SORBET-8","26.00","0","0",""
"the-crochet-wide-band-bikini-top-strawberry","","","","","","TRUE","Size","10","Color","sorbet","THECROCHETWIDEBANDBIKINITOPSTRAWBERRY-SORBET-10","26.00","0","0",""
"the-crochet-wide-band-bikini-top-strawberry","","","","","","TRUE","Size","12","Color","sorbet","THECROCHETWIDEBANDBIKINITOPSTRAWBERRY-SORBET-12","26.00","0","0",""
"the-crochet-wide-band-bikini-top-strawberry","","","","","","TRUE","Size","14","Color","sorbet","THECROCHETWIDEBANDBIKINITOPSTRAWBERRY-SORBET-14","26.00","3","0",""
"the-delina-mini","The delina mini","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>High neck silhouette</li> <li>Premium lace fabric</li> <li>Discreet back zip</li> <li>Statement side tassels</li> <li>Double layered bodice panels for coverage</li> <li>Available in navy &amp; chocolate</li> </ul> <p>Mary is 5’4 and wears size xs</p>","Koko Bay","Dresses","Christmas, Dresses, solstice","TRUE","Size","XS (4-6)","Color","navy","THEDELINAMINI-NAVY-XS46","55.00","6","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0298.jpg?v=1765887390"
"the-delina-mini","","","","","","TRUE","Size","S (6-8)","Color","navy","THEDELINAMINI-NAVY-S68","55.00","12","0",""
"the-delina-mini","","","","","","TRUE","Size","M (8-10)","Color","navy","THEDELINAMINI-NAVY-M810","55.00","5","0",""
"the-delina-mini","","","","","","TRUE","Size","L (10-12)","Color","navy","THEDELINAMINI-NAVY-L1012","55.00","8","0",""
"the-delina-mini","","","","","","TRUE","Size","XL (12-14)","Color","navy","THEDELINAMINI-NAVY-XL1214","55.00","6","0",""
"the-delina-mini","","","","","","TRUE","Size","XS (4-6)","Color","chocolate","THEDELINAMINI-CHOCOLATE-XS46","55.00","8","0",""
"the-delina-mini","","","","","","TRUE","Size","S (6-8)","Color","chocolate","THEDELINAMINI-CHOCOLATE-S68","55.00","14","0",""
"the-delina-mini","","","","","","TRUE","Size","M (8-10)","Color","chocolate","THEDELINAMINI-CHOCOLATE-M810","55.00","11","0",""
"the-delina-mini","","","","","","TRUE","Size","L (10-12)","Color","chocolate","THEDELINAMINI-CHOCOLATE-L1012","55.00","5","0",""
"the-delina-mini","","","","","","TRUE","Size","XL (12-14)","Color","chocolate","THEDELINAMINI-CHOCOLATE-XL1214","55.00","5","0",""
"the-devore-maxi","The devore maxi","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>Maxi dress<br> </li> <li>Fold over off-shoulder neckline</li> <li>Flared statement sleeves<br> </li> <li>Gold trim accent</li> <li>High leg slit with frill edging</li> <li>Sculpted long-line silhouette</li> <li>Sheer body with double layered panels</li> <li>Textured velvet devore finish</li> </ul> <p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","Size","XS (4-6)","Color","black","THEDEVOREMAXI-BLACK-XS46","60.00","8","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0697.jpg?v=1764261761"
"the-devore-maxi","","","","","","TRUE","Size","S (6-8)","Color","black","THEDEVOREMAXI-BLACK-S68","60.00","13","0",""
"the-devore-maxi","","","","","","TRUE","Size","M (8-10)","Color","black","THEDEVOREMAXI-BLACK-M810","60.00","1","0",""
"the-devore-maxi","","","","","","TRUE","Size","L (10-12)","Color","black","THEDEVOREMAXI-BLACK-L1012","60.00","11","0",""
"the-devore-maxi","","","","","","TRUE","Size","XL (12-14)","Color","black","THEDEVOREMAXI-BLACK-XL1214","60.00","3","0",""
"the-devore-mini","The devore mini","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>Mini dress fit</li> <li>Lace up removable sculpting corset </li> <li>Lined with black mesh for coverage</li> <li>Flared statement sleeves<br> </li> <li>Zip up back</li> <li>Front wrap detail</li> <li>Built in shoulder pads for refined structure</li> <li>Textured velvet devore finish</li> </ul> <p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","Size","XS (4-6)","Color","black","THEDEVOREMINI-BLACK-XS46","65.00","3","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0608.jpg?v=1764261886"
"the-devore-mini","","","","","","TRUE","Size","S (6-8)","Color","black","THEDEVOREMINI-BLACK-S68","65.00","3","0",""
"the-devore-mini","","","","","","TRUE","Size","M (8-10)","Color","black","THEDEVOREMINI-BLACK-M810","65.00","0","0",""
"the-devore-mini","","","","","","TRUE","Size","L (10-12)","Color","black","THEDEVOREMINI-BLACK-L1012","65.00","1","0",""
"the-devore-mini","","","","","","TRUE","Size","XL (12-14)","Color","black","THEDEVOREMINI-BLACK-XL1214","65.00","0","0",""
"the-lace-up-corset","The dipped hem lace up corset","<p>Make them stop and stare with this must-have corset. This unreal corset features a sweetheart neckline and a dipped hem at the front. Its structured design and lace up back detail makes it an immediate yes from us. Team this top with a feather skirt for a glam look, or some cargo pants &amp; gold hoops for a more casual fit.<br></p> <ul> <li>Black structured corset top<br> </li> <li>Sweetheart neckline and dipped hem front<br> </li> <li>Lace up back makes it fully adjustable<br> </li> </ul> <p>Model wears size 6 - height 5'3</p>","Koko Bay","","40, After Dark, Christmas, Tops","TRUE","Size","4","Color","black","THELACEUPCORSET-BLACK-4","28.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/927AC168-C122-42DC-B651-E6C5C1D14A97.jpg?v=1754683733"
"the-lace-up-corset","","","","","","TRUE","Size","6","Color","black","THELACEUPCORSET-BLACK-6","28.00","0","0",""
"the-lace-up-corset","","","","","","TRUE","Size","8","Color","black","THELACEUPCORSET-BLACK-8","28.00","0","0",""
"the-lace-up-corset","","","","","","TRUE","Size","10","Color","black","THELACEUPCORSET-BLACK-10","28.00","0","0",""
"the-lace-up-corset","","","","","","TRUE","Size","12","Color","black","THELACEUPCORSET-BLACK-12","28.00","1","0",""
"the-lace-up-corset","","","","","","TRUE","Size","14","Color","black","THELACEUPCORSET-BLACK-14","28.00","1","0",""
"the-lace-up-corset","","","","","","TRUE","Size","16","Color","black","THELACEUPCORSET-BLACK-16","28.00","0","0",""
"the-double-strap-bikini-bottoms-eden","The double strap bikini bottoms","<p data-start=""76"" data-end=""468""><span>Step into endless summer with the Riviera Bloom collection. The layered bottoms are crafted from premium lightweight fabric. Inspired by sun-drenched days along the French Riviera, it captures the romance of the sea and the relaxed feel of endless summer.</span></p> <p data-start=""470"" data-end=""625"">With its luxurious texture and easy-to-wear design, this top is an essential piece for your sun-soaked adventures. Soak up the sun in style and confidence.</p> <ul> <li>Premium double-layered stretch fabric for a secure fit</li> <li>Double <span>strap design for a bold visual effect</span> </li> <li>Pair with our matching bikini top</li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size XS<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","Prints, SWIM","TRUE","Size","XS (4-6)","Color","print","THEDOUBLESTRAPBIKINIBOTTOMSEDEN-PRINT-XS46","26.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/85EA7763-C501-4208-B062-B54625355A10.jpg?v=1755454111"
"the-double-strap-bikini-bottoms-eden","","","","","","TRUE","Size","S (6-8)","Color","print","THEDOUBLESTRAPBIKINIBOTTOMSEDEN-PRINT-S68","26.00","0","0",""
"the-double-strap-bikini-bottoms-eden","","","","","","TRUE","Size","M (8-10)","Color","print","THEDOUBLESTRAPBIKINIBOTTOMSEDEN-PRINT-M810","26.00","0","0",""
"the-double-strap-bikini-bottoms-eden","","","","","","TRUE","Size","L (10-12)","Color","print","THEDOUBLESTRAPBIKINIBOTTOMSEDEN-PRINT-L1012","26.00","0","0",""
"the-double-strap-bikini-bottoms-eden","","","","","","TRUE","Size","XL (12-14)","Color","print","THEDOUBLESTRAPBIKINIBOTTOMSEDEN-PRINT-XL1214","26.00","0","0",""
"the-droplet-top","The droplet top","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p> <ul> <li>Stretchy slip on design</li> <li>Thick ribbed fabric, unlined</li> <li>Scoop neckline</li> <li>Gem embellishment detail</li> <li>Shown here with our stripy maxi skirt</li> </ul> <p><span><strong>Model measurements:</strong></span></p> <p>Freya is 5’6 and wears a size XS</p>","Koko Bay","","Coverups, Sets, Soleil","TRUE","Size","XS (4-6)","Color","white","THEDROPLETTOP-WHITE-XS46","34.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/79C552F8-3DC6-46DF-A8DA-69B389064423.jpg?v=1754706780"
"the-droplet-top","","","","","","TRUE","Size","S (6-8)","Color","white","THEDROPLETTOP-WHITE-S68","34.00","0","0",""
"the-droplet-top","","","","","","TRUE","Size","M (8-10)","Color","white","THEDROPLETTOP-WHITE-M810","34.00","0","0",""
"the-droplet-top","","","","","","TRUE","Size","L (10-12)","Color","white","THEDROPLETTOP-WHITE-L1012","34.00","0","0",""
"the-droplet-top","","","","","","TRUE","Size","XL (14-16)","Color","white","THEDROPLETTOP-WHITE-XL1416","34.00","0","0",""
"the-elara-mini","The elara mini","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>Mini dress<br> </li> <li>Soft ribbed fabric</li> <li>Stretchy premium knit</li> <li>Off-shoulder neckline</li> <li>Wrap around tie detail</li> <li>Relaxed cuffed sleeves<br> </li> <li>Softly structured fit with slight slouch</li> </ul> <p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","Size","4","Color","cream","THEELARAMINI-CREAM-4","45.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_1161.jpg?v=1764260974"
"the-elara-mini","","","","","","TRUE","Size","6","Color","cream","THEELARAMINI-CREAM-6","45.00","6","0",""
"the-elara-mini","","","","","","TRUE","Size","8","Color","cream","THEELARAMINI-CREAM-8","45.00","9","0",""
"the-elara-mini","","","","","","TRUE","Size","10","Color","cream","THEELARAMINI-CREAM-10","45.00","22","0",""
"the-elara-mini","","","","","","TRUE","Size","12","Color","cream","THEELARAMINI-CREAM-12","45.00","13","0",""
"the-elara-mini","","","","","","TRUE","Size","14","Color","cream","THEELARAMINI-CREAM-14","45.00","15","0",""
"the-feather-mini-skirt","The feather mini skirt","<p>The ultimate Christmas party outfit. This mini skirt is the piece you need to take your weekend look from 0-100. Featuring a fuzzy material with a faux feather effect design and a mini length, what's not to love? Wear with our diamante chainmail crop top, or the matching corset. Finish with silver heels and accessories for a look like no other.</p> <ul> <li>Double layered feather micro mini skirt<br> </li> <li>Adjustable straps<br> </li> <li>Faux feather effect design<br> </li> <li>Stretchy fabric and elasticated waistband, slip on design</li> </ul> <p>Model is 5’9 and wears a size XS<br></p>","Koko Bay","","40, After Dark, Christmas, Skirts","TRUE","Size","XS","Color","black","THEFEATHERMINISKIRT-BLACK-XS","28.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A9F7DA52-3BE0-49DC-82D0-866478D16D04.jpg?v=1754684095"
"the-feather-mini-skirt","","","","","","TRUE","Size","S","Color","black","THEFEATHERMINISKIRT-BLACK-S","28.00","0","0",""
"the-feather-mini-skirt","","","","","","TRUE","Size","M","Color","black","THEFEATHERMINISKIRT-BLACK-M","28.00","0","0",""
"the-feather-mini-skirt","","","","","","TRUE","Size","L","Color","black","THEFEATHERMINISKIRT-BLACK-L","28.00","1","0",""
"the-feather-mini-skirt","","","","","","TRUE","Size","XS","Color","white","THEFEATHERMINISKIRT-WHITE-XS","28.00","0","0",""
"the-feather-mini-skirt","","","","","","TRUE","Size","S","Color","white","THEFEATHERMINISKIRT-WHITE-S","28.00","0","0",""
"the-feather-mini-skirt","","","","","","TRUE","Size","M","Color","white","THEFEATHERMINISKIRT-WHITE-M","28.00","0","0",""
"the-feather-mini-skirt","","","","","","TRUE","Size","L","Color","white","THEFEATHERMINISKIRT-WHITE-L","28.00","0","0",""
"the-floaty-sleeve-crop-top-rose","The floaty sleeve crop top","<meta charset=""UTF-8""> <p>The outfit guaranteed to make a statement. Brought to you in our exclusive rose leopard print in chiffon fabric with a slight stretch to it, this little set will be your go to. Pair her with cowboy boots for the ultimate Ibiza fit, or style her with heels and a sparkly bag for a more dressy evening look. We’re obsessed.</p> <ul> <li>Made in our exclusive rose leopard print</li> <li>Soft chiffon fabric</li> <li>Elasticated bandeau - elastic along the top &amp; bottom, and on the top of the sleeve </li> <li>Tiered layered bell sleeve</li> <li>Contrast stitching</li> <li>Set sold separately </li> <li>Style with our matching lace up eyelet skirt</li> </ul> <p> </p> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p> <p><span> </span></p>","Koko Bay","skirt","40, Sets, Skirts","TRUE","Size","4","Color","leopard","THEFLOATYSLEEVECROPTOPROSE-LEOPARD-4","28.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/8D0F3959-CC2D-46A4-BD4F-5FF6EFD43672.jpg?v=1754693819"
"the-floaty-sleeve-crop-top-rose","","","","","","TRUE","Size","6","Color","leopard","THEFLOATYSLEEVECROPTOPROSE-LEOPARD-6","28.00","1","0",""
"the-floaty-sleeve-crop-top-rose","","","","","","TRUE","Size","8","Color","leopard","THEFLOATYSLEEVECROPTOPROSE-LEOPARD-8","28.00","11","0",""
"the-floaty-sleeve-crop-top-rose","","","","","","TRUE","Size","10","Color","leopard","THEFLOATYSLEEVECROPTOPROSE-LEOPARD-10","28.00","10","0",""
"the-floaty-sleeve-crop-top-rose","","","","","","TRUE","Size","12","Color","leopard","THEFLOATYSLEEVECROPTOPROSE-LEOPARD-12","28.00","6","0",""
"the-floaty-sleeve-crop-top-rose","","","","","","TRUE","Size","14","Color","leopard","THEFLOATYSLEEVECROPTOPROSE-LEOPARD-14","28.00","1","0",""
"the-floaty-sleeve-crop-top-rose","","","","","","TRUE","Size","16","Color","leopard","THEFLOATYSLEEVECROPTOPROSE-LEOPARD-16","28.00","0","0",""
"the-floaty-sleeve-crop-top","The floaty sleeve crop top","<meta charset=""UTF-8""> <p>The outfit guaranteed to make a statement. Brought to you in our exclusive rose leopard print in chiffon fabric with a slight stretch to it, this little set will be your go to. Pair her with cowboy boots for the ultimate Ibiza fit, or style her with heels and a sparkly bag for a more dressy evening look. We’re obsessed.</p> <ul> <li>Made in our exclusive rose leopard print</li> <li>Soft chiffon fabric</li> <li>Elasticated bandeau - elastic along the top &amp; bottom, and on the top of the sleeve </li> <li>Tiered layered bell sleeve</li> <li>Contrast stitching</li> <li>Set sold separately </li> <li>Style with our matching lace up eyelet skirt</li> </ul> <p> </p> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p> <p><span> </span></p>","Koko Bay","skirt","40, Sets, Skirts","TRUE","Size","4","Color","white","THEFLOATYSLEEVECROPTOP-WHITE-4","28.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2AEF3E00-8523-45EB-ABA1-687D0AEE81F9.jpg?v=1754699288"
"the-floaty-sleeve-crop-top","","","","","","TRUE","Size","6","Color","white","THEFLOATYSLEEVECROPTOP-WHITE-6","28.00","0","0",""
