"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Qty","Variant Grams","Image Src"
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","10","Color","white","THELONGSLEEVETWISTMAXIDRESS-WHITE-10","30.00","0","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","12","Color","white","THELONGSLEEVETWISTMAXIDRESS-WHITE-12","30.00","0","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","14","Color","white","THELONGSLEEVETWISTMAXIDRESS-WHITE-14","30.00","0","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","16","Color","white","THELONGSLEEVETWISTMAXIDRESS-WHITE-16","30.00","0","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","4","Color","lemon","THELONGSLEEVETWISTMAXIDRESS-LEMON-4","30.00","-1","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","6","Color","lemon","THELONGSLEEVETWISTMAXIDRESS-LEMON-6","30.00","0","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","8","Color","lemon","THELONGSLEEVETWISTMAXIDRESS-LEMON-8","30.00","0","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","10","Color","lemon","THELONGSLEEVETWISTMAXIDRESS-LEMON-10","30.00","1","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","12","Color","lemon","THELONGSLEEVETWISTMAXIDRESS-LEMON-12","30.00","0","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","14","Color","lemon","THELONGSLEEVETWISTMAXIDRESS-LEMON-14","30.00","0","0",""
"the-long-sleeve-twist-maxi-dress","","","","","","TRUE","Size","16","Color","lemon","THELONGSLEEVETWISTMAXIDRESS-LEMON-16","30.00","0","0",""
"the-lucia-fold-over-mini","The lucia fold over mini","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>Mini dress fit</li> <li>Soft stretch premium knit fabric</li> <li>Foldover off-shoulder neckline</li> <li>Statement gold hardware detail</li> <li>Asymmetrical ruched side at bottom</li> </ul> <p>Mary is 5’4 and wears size xs</p>","Koko Bay","Dresses","40, Dresses, solstice","TRUE","Size","XS (4-6)","Color","oatmeal","THELUCIAFOLDOVERMINI-OATMEAL-XS46","50.00","-1","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0822.jpg?v=1766498105"
"the-lucia-fold-over-mini","","","","","","TRUE","Size","S (6-8)","Color","oatmeal","THELUCIAFOLDOVERMINI-OATMEAL-S68","50.00","0","0",""
"the-lucia-fold-over-mini","","","","","","TRUE","Size","M (8-10)","Color","oatmeal","THELUCIAFOLDOVERMINI-OATMEAL-M810","50.00","0","0",""
"the-lucia-fold-over-mini","","","","","","TRUE","Size","L (10-12)","Color","oatmeal","THELUCIAFOLDOVERMINI-OATMEAL-L1012","50.00","0","0",""
"the-lucia-fold-over-mini","","","","","","TRUE","Size","XL (12-14)","Color","oatmeal","THELUCIAFOLDOVERMINI-OATMEAL-XL1214","50.00","1","0",""
"the-mesh-cowl-maxi-green","The mesh cowl maxi","<meta charset=""UTF-8""> <p>The ultimate staple summer dress that you’ll be reaching for season in, season out. Turn heads for all the right reasons in our cowl mesh maxi dress, made from double layered premium stretchy mesh fabric with a low back detail, this dress will ensure all eyes are on you. Featuring a gorgeous fun summery print, we’re obsessed.</p> <ul> <li>Double layered premium quality mesh fabric</li> <li>Lined with a layer of nude mesh fabric inside, printed layer of fabric on the outside </li> <li>Cowl front can be worn at desired height</li> <li>Low back detail with adjustable stretchy tie straps</li> <li>Please note this print is an abstract style print so will vary from piece to piece</li> </ul> <p>Sienna is 5’8 and wears a size 6</p>","Koko Bay","","40, Dresses, Prints","TRUE","Size","4","Color","leopard","THEMESHCOWLMAXIGREEN-LEOPARD-4","35.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/DC9334DC-C6BC-4ED7-8E6D-25F3A028AD4B.jpg?v=1754691355"
"the-mesh-cowl-maxi-green","","","","","","TRUE","Size","6","Color","leopard","THEMESHCOWLMAXIGREEN-LEOPARD-6","35.00","0","0",""
"the-mesh-cowl-maxi-green","","","","","","TRUE","Size","8","Color","leopard","THEMESHCOWLMAXIGREEN-LEOPARD-8","35.00","0","0",""
"the-mesh-cowl-maxi-green","","","","","","TRUE","Size","10","Color","leopard","THEMESHCOWLMAXIGREEN-LEOPARD-10","35.00","0","0",""
"the-mesh-cowl-maxi-green","","","","","","TRUE","Size","12","Color","leopard","THEMESHCOWLMAXIGREEN-LEOPARD-12","35.00","0","0",""
"the-mesh-cowl-maxi-green","","","","","","TRUE","Size","14","Color","leopard","THEMESHCOWLMAXIGREEN-LEOPARD-14","35.00","0","0",""
"the-mesh-cowl-maxi-green","","","","","","TRUE","Size","16","Color","leopard","THEMESHCOWLMAXIGREEN-LEOPARD-16","35.00","0","0",""
"the-mesh-cowl-maxi-pink","The mesh cowl maxi","<meta charset=""UTF-8""> <p>The ultimate staple summer dress that you’ll be reaching for season in, season out. Turn heads for all the right reasons in our cowl mesh maxi dress, made from double layered premium stretchy mesh fabric with a low back detail, this dress will ensure all eyes are on you. Featuring a gorgeous fun summery print, we’re obsessed.</p> <ul> <li>Double layered premium quality mesh fabric</li> <li>Lined with a layer of nude mesh fabric inside, printed layer of fabric on the outside </li> <li>Cowl front can be worn at desired height</li> <li>Low back detail with adjustable stretchy tie straps</li> <li>Please note this print is an abstract style print so will vary from piece to piece</li> </ul> <p>Sienna is 5’8 and wears a size 6</p>","Koko Bay","","40, Dresses, Prints","TRUE","Size","4","Color","leopard","THEMESHCOWLMAXIPINK-LEOPARD-4","35.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/BD894F7B-620C-4374-B372-3ADE48831571.jpg?v=1754691592"
"the-mesh-cowl-maxi-pink","","","","","","TRUE","Size","6","Color","leopard","THEMESHCOWLMAXIPINK-LEOPARD-6","35.00","0","0",""
"the-mesh-cowl-maxi-pink","","","","","","TRUE","Size","8","Color","leopard","THEMESHCOWLMAXIPINK-LEOPARD-8","35.00","0","0",""
"the-mesh-cowl-maxi-pink","","","","","","TRUE","Size","10","Color","leopard","THEMESHCOWLMAXIPINK-LEOPARD-10","35.00","0","0",""
"the-mesh-cowl-maxi-pink","","","","","","TRUE","Size","12","Color","leopard","THEMESHCOWLMAXIPINK-LEOPARD-12","35.00","0","0",""
"the-mesh-cowl-maxi-pink","","","","","","TRUE","Size","14","Color","leopard","THEMESHCOWLMAXIPINK-LEOPARD-14","35.00","0","0",""
"the-mesh-cowl-maxi-pink","","","","","","TRUE","Size","16","Color","leopard","THEMESHCOWLMAXIPINK-LEOPARD-16","35.00","0","0",""
"the-mesh-maxi-skirt","The mesh maxi skirt","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p> <ul> <li>Single layered printed mesh fabric</li> <li>Stretchy, slip on design</li> <li>Wear on its own or as part of a set </li> <li>Shown here over our starfish bikini</li> </ul> <p><span><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p> <p> </p>","Koko Bay","","Coverups, Sets, Soleil","TRUE","Size","4","Color","mauve","THEMESHMAXISKIRT-MAUVE-4","28.00","16","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3D7433B7-C46C-4D14-AB3C-2F80758AB798.jpg?v=1758875562"
"the-mesh-maxi-skirt","","","","","","TRUE","Size","6","Color","mauve","THEMESHMAXISKIRT-MAUVE-6","28.00","7","0",""
"the-mesh-maxi-skirt","","","","","","TRUE","Size","8","Color","mauve","THEMESHMAXISKIRT-MAUVE-8","28.00","0","0",""
"the-mesh-maxi-skirt","","","","","","TRUE","Size","10","Color","mauve","THEMESHMAXISKIRT-MAUVE-10","28.00","0","0",""
"the-mesh-maxi-skirt","","","","","","TRUE","Size","12","Color","mauve","THEMESHMAXISKIRT-MAUVE-12","28.00","1","0",""
"the-mesh-maxi-skirt","","","","","","TRUE","Size","14","Color","mauve","THEMESHMAXISKIRT-MAUVE-14","28.00","1","0",""
"the-mesh-mini-skirt","The mesh mini skirt","<p> </p> <p class=""p1""><span class=""s1"">Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</span></p> <p> </p> <ul> <li>Stretchy mesh fabric</li> <li>Pair with our matching o-trim bikini</li> </ul> <p> </p> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Freya is 5’5 and wears a size 6<br><br></p>","Koko Bay","","Coverups, Prints, Soleil","TRUE","Size","4","Color","green","THEMESHMINISKIRT-GREEN-4","25.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/23ED4C64-5DEB-4AD5-A1CF-255D35F84209.jpg?v=1754708785"
"the-mesh-mini-skirt","","","","","","TRUE","Size","6","Color","green","THEMESHMINISKIRT-GREEN-6","25.00","0","0",""
"the-mesh-mini-skirt","","","","","","TRUE","Size","8","Color","green","THEMESHMINISKIRT-GREEN-8","25.00","0","0",""
"the-mesh-mini-skirt","","","","","","TRUE","Size","10","Color","green","THEMESHMINISKIRT-GREEN-10","25.00","0","0",""
"the-mesh-mini-skirt","","","","","","TRUE","Size","12","Color","green","THEMESHMINISKIRT-GREEN-12","25.00","0","0",""
"the-mesh-mini-skirt","","","","","","TRUE","Size","14","Color","green","THEMESHMINISKIRT-GREEN-14","25.00","0","0",""
"the-mesh-mini-skirt","","","","","","TRUE","Size","16","Color","green","THEMESHMINISKIRT-GREEN-16","25.00","0","0",""
"the-mini-skirt-eden","The mini skirt","<meta charset=""UTF-8""> <p data-start=""76"" data-end=""468""><span>Step into endless summer with the Riviera Bloom collection. The mini skirts are crafted from premium lightweight fabric. Inspired by sun-drenched days along the French Riviera, it captures the romance of the sea and the relaxed feel of endless summer.</span></p> <p data-start=""470"" data-end=""625"">With its luxurious texture and easy-to-wear design, this top is an essential piece for your sun-soaked adventures. Soak up the sun in style and confidence.</p> <ul> <li>Premium double-layered stretch fabric for a secure fit</li> <li>Micro skirt style - can be worn at different waist height</li> <li>Pair with our matching bikini top and bottoms </li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","","TRUE","Size","4","Color","print","THEMINISKIRTEDEN-PRINT-4","28.00","10","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/884CC2E9-3FBC-4485-9A28-62936774B22F.jpg?v=1755457114"
"the-mini-skirt-eden","","","","","","TRUE","Size","6","Color","print","THEMINISKIRTEDEN-PRINT-6","28.00","4","0",""
"the-mini-skirt-eden","","","","","","TRUE","Size","8","Color","print","THEMINISKIRTEDEN-PRINT-8","28.00","14","0",""
"the-mini-skirt-eden","","","","","","TRUE","Size","10","Color","print","THEMINISKIRTEDEN-PRINT-10","28.00","10","0",""
"the-mini-skirt-eden","","","","","","TRUE","Size","12","Color","print","THEMINISKIRTEDEN-PRINT-12","28.00","0","0",""
"the-mini-skirt-eden","","","","","","TRUE","Size","14","Color","print","THEMINISKIRTEDEN-PRINT-14","28.00","2","0",""
"the-mini-skirt-eden","","","","","","TRUE","Size","16","Color","print","THEMINISKIRTEDEN-PRINT-16","28.00","0","0",""
"the-muse-maxi","The muse maxi","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>Maxi dress silhouette</li> <li>Premium lace fabric</li> <li>Built in coset with adjustable lace-up back for a sculpted fit</li> <li>Draped waist detailing </li> <li>Strapless neckline with neck scarf</li> <li>Statement front leg slit</li> </ul> <p>Mary is 5’4 and wears size xs</p>","Koko Bay","Dresses","Christmas, Dresses, solstice","TRUE","Size","XS (4-6)","Color","wine","THEMUSEMAXI-WINE-XS46","65.00","21","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0193.jpg?v=1767110897"
"the-muse-maxi","","","","","","TRUE","Size","S (6-8)","Color","wine","THEMUSEMAXI-WINE-S68","65.00","24","0",""
"the-muse-maxi","","","","","","TRUE","Size","M (8-10)","Color","wine","THEMUSEMAXI-WINE-M810","65.00","30","0",""
"the-muse-maxi","","","","","","TRUE","Size","L (10-12)","Color","wine","THEMUSEMAXI-WINE-L1012","65.00","15","0",""
"the-muse-maxi","","","","","","TRUE","Size","XL (12-14)","Color","wine","THEMUSEMAXI-WINE-XL1214","65.00","5","0",""
"the-nala-knit-cardigan","The nala knit cardigan","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>Supersoft, fluffy stretch fabric</li> <li>Slouchy oversized fit</li> <li>Long-line silhouette</li> <li>Exaggerated balloon sleeves<br> </li> <li>Perfectly paired with the Nala mini dress</li> </ul> <p>Mary is 5’4 and wears size XS</p>","Koko Bay","Top","cardigan, solstice","TRUE","Size","XS (4-6)","Color","white","THENALAKNITCARDIGAN-WHITE-XS46","25.00","2","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_1005.jpg?v=1772129059"
"the-nala-knit-cardigan","","","","","","TRUE","Size","S (6-8)","Color","white","THENALAKNITCARDIGAN-WHITE-S68","25.00","14","0",""
"the-nala-knit-cardigan","","","","","","TRUE","Size","M (8-10)","Color","white","THENALAKNITCARDIGAN-WHITE-M810","25.00","10","0",""
"the-nala-knit-cardigan","","","","","","TRUE","Size","L (10-12)","Color","white","THENALAKNITCARDIGAN-WHITE-L1012","25.00","8","0",""
"the-nala-knit-cardigan","","","","","","TRUE","Size","XL (12-14)","Color","white","THENALAKNITCARDIGAN-WHITE-XL1214","25.00","3","0",""
"the-nala-knit-mini","The nala knit mini","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p> <ul> <li>Super-soft fluffy, stretch fabric</li> <li>Mini dress fit</li> <li>High neckline<br> </li> <li>Clean minimal silhouette</li> <li>Perfectly paired with the Nala cardigan</li> </ul> <p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","Size","XS (4-6)","Color","white","THENALAKNITMINI-WHITE-XS46","40.00","2","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_1047.jpg?v=1772129063"
"the-nala-knit-mini","","","","","","TRUE","Size","S (6-8)","Color","white","THENALAKNITMINI-WHITE-S68","40.00","12","0",""
"the-nala-knit-mini","","","","","","TRUE","Size","M (8-10)","Color","white","THENALAKNITMINI-WHITE-M810","40.00","6","0",""
"the-nala-knit-mini","","","","","","TRUE","Size","L (10-12)","Color","white","THENALAKNITMINI-WHITE-L1012","40.00","8","0",""
"the-nala-knit-mini","","","","","","TRUE","Size","XL (12-14)","Color","white","THENALAKNITMINI-WHITE-XL1214","40.00","4","0",""
"the-o-ring-dress","The O ring dress","<meta charset=""UTF-8""> <p>PRE-FALL: signature sculpt… a collection made from buttery soft, double layered fabric designed to fit you like a glove. A selection of core pieces carefully designed to transition you seamlessly through the seasons that you can rewear and restyle over and over again.</p> <ul> <li>Double layered premium quality fabric</li> <li>O ring detail </li> <li>Split back</li> <li>Super stretchy, slip on design</li> </ul> <p>Perfect for: date night, brunches, cocktails with the girls, holiday evenings and special occasions.</p> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Sienna is 5’8 and wears a size 8<br>Bust: 32’’<br>Waist: 24’’<br>Hips: 36’’<br>Dress size: 6-8</p>","Koko Bay","","40, Dresses","TRUE","Size","4","Color","chocolate","THEORINGDRESS-CHOCOLATE-4","35.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/E36C7646-DCB8-4819-B9E0-8C29A24684B9.jpg?v=1754700596"
"the-o-ring-dress","","","","","","TRUE","Size","6","Color","chocolate","THEORINGDRESS-CHOCOLATE-6","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","8","Color","chocolate","THEORINGDRESS-CHOCOLATE-8","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","10","Color","chocolate","THEORINGDRESS-CHOCOLATE-10","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","12","Color","chocolate","THEORINGDRESS-CHOCOLATE-12","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","14","Color","chocolate","THEORINGDRESS-CHOCOLATE-14","35.00","1","0",""
"the-o-ring-dress","","","","","","TRUE","Size","16","Color","chocolate","THEORINGDRESS-CHOCOLATE-16","35.00","2","0",""
"the-o-ring-dress","","","","","","TRUE","Size","4","Color","white","THEORINGDRESS-WHITE-4","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","6","Color","white","THEORINGDRESS-WHITE-6","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","8","Color","white","THEORINGDRESS-WHITE-8","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","10","Color","white","THEORINGDRESS-WHITE-10","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","12","Color","white","THEORINGDRESS-WHITE-12","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","14","Color","white","THEORINGDRESS-WHITE-14","35.00","1","0",""
"the-o-ring-dress","","","","","","TRUE","Size","16","Color","white","THEORINGDRESS-WHITE-16","35.00","1","0",""
"the-o-ring-dress","","","","","","TRUE","Size","4","Color","black","THEORINGDRESS-BLACK-4","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","6","Color","black","THEORINGDRESS-BLACK-6","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","8","Color","black","THEORINGDRESS-BLACK-8","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","10","Color","black","THEORINGDRESS-BLACK-10","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","12","Color","black","THEORINGDRESS-BLACK-12","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","14","Color","black","THEORINGDRESS-BLACK-14","35.00","0","0",""
"the-o-ring-dress","","","","","","TRUE","Size","16","Color","black","THEORINGDRESS-BLACK-16","35.00","2","0",""
"the-o-ring-swimsuit","The o - ring swimsuit","<p><span>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</span></p> <ul> <li>Premium double layered Italian lycra</li> <li>Bandeau design with cutout detail</li> <li>O-ring gold trims </li> <li>High rise cut</li> </ul> <p><em>Pair her with:</em></p> <ul> <li><em>The lace maxi skirt</em></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Soleil, SWIM","TRUE","Size","4","Color","navy","THEORINGSWIMSUIT-NAVY-4","38.00","4","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/Facetune_02-05-2025-01-13-26_jpg.jpg?v=1754707538"
"the-o-ring-swimsuit","","","","","","TRUE","Size","6","Color","navy","THEORINGSWIMSUIT-NAVY-6","38.00","0","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","8","Color","navy","THEORINGSWIMSUIT-NAVY-8","38.00","0","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","10","Color","navy","THEORINGSWIMSUIT-NAVY-10","38.00","0","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","12","Color","navy","THEORINGSWIMSUIT-NAVY-12","38.00","0","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","14","Color","navy","THEORINGSWIMSUIT-NAVY-14","38.00","8","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","4","Color","wine","THEORINGSWIMSUIT-WINE-4","38.00","4","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","6","Color","wine","THEORINGSWIMSUIT-WINE-6","38.00","1","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","8","Color","wine","THEORINGSWIMSUIT-WINE-8","38.00","0","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","10","Color","wine","THEORINGSWIMSUIT-WINE-10","38.00","1","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","12","Color","wine","THEORINGSWIMSUIT-WINE-12","38.00","3","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","14","Color","wine","THEORINGSWIMSUIT-WINE-14","38.00","4","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","16","Color","wine","THEORINGSWIMSUIT-WINE-16","38.00","4","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","4","Color","black","THEORINGSWIMSUIT-BLACK-4","38.00","8","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","6","Color","black","THEORINGSWIMSUIT-BLACK-6","38.00","2","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","8","Color","black","THEORINGSWIMSUIT-BLACK-8","38.00","0","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","10","Color","black","THEORINGSWIMSUIT-BLACK-10","38.00","0","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","12","Color","black","THEORINGSWIMSUIT-BLACK-12","38.00","3","0",""
"the-o-ring-swimsuit","","","","","","TRUE","Size","14","Color","black","THEORINGSWIMSUIT-BLACK-14","38.00","2","0",""
"the-o-trim-bikini-bottoms-brown-snake","The o - trim bikini bottoms","<p><span class=""s1"">Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</span></p> <p> </p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li>O-trim side detail </li> <li><span style=""text-align: right;"">Pair with our matching o-trim bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Freya is 5’5 and wears a size 6<br><br></p>","Koko Bay","","20, Prints, Soleil, SWIM","TRUE","Size","4","Color","print","THEOTRIMBIKINIBOTTOMSBROWNSNAKE-PRINT-4","22.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/Facetune_02-05-2025-01-35-48_jpg_68fefd1b-851b-4afc-99c3-37c8a5a3c368.jpg?v=1754708188"
"the-o-trim-bikini-bottoms-brown-snake","","","","","","TRUE","Size","6","Color","print","THEOTRIMBIKINIBOTTOMSBROWNSNAKE-PRINT-6","22.00","-1","0",""
"the-o-trim-bikini-bottoms-brown-snake","","","","","","TRUE","Size","8","Color","print","THEOTRIMBIKINIBOTTOMSBROWNSNAKE-PRINT-8","22.00","0","0",""
"the-o-trim-bikini-bottoms-brown-snake","","","","","","TRUE","Size","10","Color","print","THEOTRIMBIKINIBOTTOMSBROWNSNAKE-PRINT-10","22.00","0","0",""
"the-o-trim-bikini-bottoms-brown-snake","","","","","","TRUE","Size","12","Color","print","THEOTRIMBIKINIBOTTOMSBROWNSNAKE-PRINT-12","22.00","3","0",""
"the-o-trim-bikini-bottoms-brown-snake","","","","","","TRUE","Size","14","Color","print","THEOTRIMBIKINIBOTTOMSBROWNSNAKE-PRINT-14","22.00","8","0",""
"the-o-trim-bikini-bottoms","The o - trim bikini bottoms","<p><span class=""s1"">Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</span></p> <p> </p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li>O-trim side detail </li> <li><span style=""text-align: right;"">Pair with our matching o-trim bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Soleil, SWIM","TRUE","Size","4","Color","white","THEOTRIMBIKINIBOTTOMS-WHITE-4","22.00","7","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/Facetune_02-05-2025-01-44-18_jpg_0ce6e517-d636-4dc4-aeb7-24327d42d014.jpg?v=1754707997"
"the-o-trim-bikini-bottoms","","","","","","TRUE","Size","6","Color","white","THEOTRIMBIKINIBOTTOMS-WHITE-6","22.00","4","0",""
"the-o-trim-bikini-bottoms","","","","","","TRUE","Size","8","Color","white","THEOTRIMBIKINIBOTTOMS-WHITE-8","22.00","6","0",""
"the-o-trim-bikini-bottoms","","","","","","TRUE","Size","10","Color","white","THEOTRIMBIKINIBOTTOMS-WHITE-10","22.00","8","0",""
"the-o-trim-bikini-bottoms","","","","","","TRUE","Size","12","Color","white","THEOTRIMBIKINIBOTTOMS-WHITE-12","22.00","9","0",""
"the-o-trim-bikini-bottoms","","","","","","TRUE","Size","14","Color","white","THEOTRIMBIKINIBOTTOMS-WHITE-14","22.00","4","0",""
"the-o-trim-bikini-top-brown-snake","The o - trim bikini top","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable neck strap</span></li> <li>Halter top o-trim design </li> <li><span style=""text-align: right;"">Pair with our matching o-trim bikini bottoms</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Freya is 5’5 and wears a size 6<br><br></p>","Koko Bay","","20, Prints, Soleil, SWIM","TRUE","Size","4","Color","print","THEOTRIMBIKINITOPBROWNSNAKE-PRINT-4","24.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/Facetune_02-05-2025-01-34-11_jpg.jpg?v=1754708082"
"the-o-trim-bikini-top-brown-snake","","","","","","TRUE","Size","6","Color","print","THEOTRIMBIKINITOPBROWNSNAKE-PRINT-6","24.00","0","0",""
"the-o-trim-bikini-top-brown-snake","","","","","","TRUE","Size","8","Color","print","THEOTRIMBIKINITOPBROWNSNAKE-PRINT-8","24.00","0","0",""
"the-o-trim-bikini-top-brown-snake","","","","","","TRUE","Size","10","Color","print","THEOTRIMBIKINITOPBROWNSNAKE-PRINT-10","24.00","0","0",""
"the-o-trim-bikini-top-brown-snake","","","","","","TRUE","Size","12","Color","print","THEOTRIMBIKINITOPBROWNSNAKE-PRINT-12","24.00","3","0",""
"the-o-trim-bikini-top-brown-snake","","","","","","TRUE","Size","14","Color","print","THEOTRIMBIKINITOPBROWNSNAKE-PRINT-14","24.00","4","0",""
