"Handle","Title","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price"
"the-split-maxi-skirt-chocolate","The split maxi skirt - chocolate","Size","4","Color","Chocolate","SPLIT-MAXI-SKT-CHO-4","28.00"
"the-split-maxi-skirt-chocolate","The split maxi skirt - chocolate","Size","6","Color","Chocolate","SPLIT-MAXI-SKT-CHO-6","28.00"
"the-split-maxi-skirt-chocolate","The split maxi skirt - chocolate","Size","8","Color","Chocolate","SPLIT-MAXI-SKT-CHO-8","28.00"
"the-split-maxi-skirt-chocolate","The split maxi skirt - chocolate","Size","10","Color","Chocolate","SPLIT-MAXI-SKT-CHO-10","28.00"
"the-split-maxi-skirt-chocolate","The split maxi skirt - chocolate","Size","12","Color","Chocolate","SPLIT-MAXI-SKT-CHO-12","28.00"
"the-split-maxi-skirt-chocolate","The split maxi skirt - chocolate","Size","14","Color","Chocolate","SPLIT-MAXI-SKT-CHO-14","28.00"
"the-split-maxi-skirt-chocolate","The split maxi skirt - chocolate","Size","16","Color","Chocolate","SPLIT-MAXI-SKT-CHO-16","28.00"
"the-split-tassel-maxi-skirt-black","The split tassel maxi skirt - black","Size","4","Color","Black","SPLIT-TASSEL-SKT-BLK-4","28.00"
"the-split-tassel-maxi-skirt-black","The split tassel maxi skirt - black","Size","6","Color","Black","SPLIT-TASSEL-SKT-BLK-6","28.00"
"the-split-tassel-maxi-skirt-black","The split tassel maxi skirt - black","Size","8","Color","Black","SPLIT-TASSEL-SKT-BLK-8","28.00"
"the-split-tassel-maxi-skirt-black","The split tassel maxi skirt - black","Size","10","Color","Black","SPLIT-TASSEL-SKT-BLK-10","28.00"
"the-split-tassel-maxi-skirt-black","The split tassel maxi skirt - black","Size","12","Color","Black","SPLIT-TASSEL-SKT-BLK-12","28.00"
"the-split-tassel-maxi-skirt-black","The split tassel maxi skirt - black","Size","14","Color","Black","SPLIT-TASSEL-SKT-BLK-14","28.00"
"the-split-tassel-maxi-skirt-black","The split tassel maxi skirt - black","Size","16","Color","Black","SPLIT-TASSEL-SKT-BLK-16","28.00"
"the-split-tassel-maxi-skirt-white","The split tassel maxi skirt - white","Size","4","Color","White","SPLIT-TASSEL-SKT-WHT-4","28.00"
"the-split-tassel-maxi-skirt-white","The split tassel maxi skirt - white","Size","6","Color","White","SPLIT-TASSEL-SKT-WHT-6","28.00"
"the-split-tassel-maxi-skirt-white","The split tassel maxi skirt - white","Size","8","Color","White","SPLIT-TASSEL-SKT-WHT-8","28.00"
"the-split-tassel-maxi-skirt-white","The split tassel maxi skirt - white","Size","10","Color","White","SPLIT-TASSEL-SKT-WHT-10","28.00"
"the-split-tassel-maxi-skirt-white","The split tassel maxi skirt - white","Size","12","Color","White","SPLIT-TASSEL-SKT-WHT-12","28.00"
"the-split-tassel-maxi-skirt-white","The split tassel maxi skirt - white","Size","14","Color","White","SPLIT-TASSEL-SKT-WHT-14","28.00"
"the-split-tassel-maxi-skirt-white","The split tassel maxi skirt - white","Size","16","Color","White","SPLIT-TASSEL-SKT-WHT-16","28.00"
"the-split-tassel-maxi-skirt-chocolate","The split tassel maxi skirt - chocolate","Size","4","Color","Chocolate","SPLIT-TASSEL-SKT-CHO-4","28.00"
"the-split-tassel-maxi-skirt-chocolate","The split tassel maxi skirt - chocolate","Size","6","Color","Chocolate","SPLIT-TASSEL-SKT-CHO-6","28.00"
