"Handle","Title","Vendor","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Color (product.metafields.shopify.color-pattern)","Fabric (product.metafields.shopify.fabric)","Clothing features (product.metafields.shopify.clothing-features)","Target gender (product.metafields.shopify.target-gender)","Age group (product.metafields.shopify.age-group)"
"the-lace-maxi-skirt-milkshake-pink","The lace maxi skirt - milkshake pink","Koko Bay","TRUE","Size","4","Color","Pink","MAXI-SKT-PNK-4","26.00","Pink","Lace","","Female","Adult"
"the-lace-maxi-skirt-milkshake-pink","The lace maxi skirt - milkshake pink","Koko Bay","TRUE","Size","6","Color","Pink","MAXI-SKT-PNK-6","26.00","Pink","Lace","","Female","Adult"
"the-lace-maxi-skirt-milkshake-pink","The lace maxi skirt - milkshake pink","Koko Bay","TRUE","Size","8","Color","Pink","MAXI-SKT-PNK-8","26.00","Pink","Lace","","Female","Adult"
"the-lace-maxi-skirt-milkshake-pink","The lace maxi skirt - milkshake pink","Koko Bay","TRUE","Size","10","Color","Pink","MAXI-SKT-PNK-10","26.00","Pink","Lace","","Female","Adult"
"the-lace-maxi-skirt-milkshake-pink","The lace maxi skirt - milkshake pink","Koko Bay","TRUE","Size","12","Color","Pink","MAXI-SKT-PNK-12","26.00","Pink","Lace","","Female","Adult"
"the-lace-maxi-skirt-milkshake-pink","The lace maxi skirt - milkshake pink","Koko Bay","TRUE","Size","14","Color","Pink","MAXI-SKT-PNK-14","26.00","Pink","Lace","","Female","Adult"
"the-lace-maxi-skirt-milkshake-pink","The lace maxi skirt - milkshake pink","Koko Bay","TRUE","Size","16","Color","Pink","MAXI-SKT-PNK-16","26.00","Pink","Lace","","Female","Adult"
"the-lace-maxi-skirt-mocha","The lace maxi skirt - mocha","Koko Bay","TRUE","Size","4","Color","Mocha","MAXI-SKT-MOC-4","26.00","Brown","Lace","","Female","Adult"
"the-lace-maxi-skirt-mocha","The lace maxi skirt - mocha","Koko Bay","TRUE","Size","6","Color","Mocha","MAXI-SKT-MOC-6","26.00","Brown","Lace","","Female","Adult"
"the-lace-maxi-skirt-mocha","The lace maxi skirt - mocha","Koko Bay","TRUE","Size","8","Color","Mocha","MAXI-SKT-MOC-8","26.00","Brown","Lace","","Female","Adult"
"the-lace-maxi-skirt-mocha","The lace maxi skirt - mocha","Koko Bay","TRUE","Size","10","Color","Mocha","MAXI-SKT-MOC-10","26.00","Brown","Lace","","Female","Adult"
"the-lace-maxi-skirt-mocha","The lace maxi skirt - mocha","Koko Bay","TRUE","Size","12","Color","Mocha","MAXI-SKT-MOC-12","26.00","Brown","Lace","","Female","Adult"
