"Handle","Title","Body (HTML)","Vendor","Type","Product Category","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Inventory Qty","Variant Grams","Variant Image","Image Src","Metafield: custom.product_type_standard [single_line_text_field]","Metafield: custom.product_type_detail [single_line_text_field]","Metafield: custom.style [single_line_text_field]","Metafield: custom.material [single_line_text_field]","Metafield: custom.fit_type [single_line_text_field]","Metafield: custom.colour_family [single_line_text_field]"
"the-crochet-tan-bikini-bottoms-blueberry-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","","","","",""
"the-crochet-tan-bikini-bottoms-blueberry-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3F286106-A8F9-4B28-A904-6BCB15642F6E.jpg?v=1777311345","","","","","",""
"the-crochet-tan-bikini-bottoms-blueberry-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/7B0B5AE5-9D3F-4851-8037-915E4DCC9C03.jpg?v=1777311344","","","","","",""
"the-crochet-tan-bikini-bottoms-blueberry-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/75194EB9-F5E5-486A-A333-B4C881529ED5.jpg?v=1777311345","","","","","",""
"the-crochet-tan-bikini-bottoms-blueberry-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/ACA2F0E1-FAA4-4903-85DE-6E49BF1FD9B3.jpg?v=1777311344","","","","","",""
"the-crochet-tan-bikini-bottoms-blueberry-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/EF1399DF-BCF4-438C-ACD9-FD63B02CA1B8.jpg?v=1777310969","","","","","",""
"the-crochet-tan-bikini-bottoms-blueberry-cream","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/82B70178-E628-499E-90BD-115EC2AC3BCB.jpg?v=1777311344","","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","The crochet tan bikini bottoms","<p data-start=""117"" data-end=""463"">The perfect tanning crochet bikini bottoms. Made with double-layered fabric and adjustable tie sides, allowing you to wear them at any height on your hips for a customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, these bottoms are a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""465"" data-end=""704"">With their delicate crochet detailing and flattering shape, these bikini bottoms are made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality fabric</li> <li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</p>","Koko Bay","Bottom","Apparel & Accessories > Clothing > Swimwear > Swim Briefs","TRUE","Size","4","Color","Blush","CROCHET-TAN-BIK-BLU-4","22.00","shopify","deny","manual","19","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A6534230-8298-46DB-ACBA-3AA1B2317602.jpg?v=1777311040","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A6534230-8298-46DB-ACBA-3AA1B2317602.jpg?v=1777311040","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","Size","6","Color","Blush","CROCHET-TAN-BIK-BLU-6","22.00","shopify","deny","manual","30","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A6534230-8298-46DB-ACBA-3AA1B2317602.jpg?v=1777311040","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","Size","8","Color","Blush","CROCHET-TAN-BIK-BLU-8","22.00","shopify","deny","manual","25","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A6534230-8298-46DB-ACBA-3AA1B2317602.jpg?v=1777311040","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","Size","10","Color","Blush","CROCHET-TAN-BIK-BLU-10","22.00","shopify","deny","manual","18","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A6534230-8298-46DB-ACBA-3AA1B2317602.jpg?v=1777311040","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","Size","12","Color","Blush","CROCHET-TAN-BIK-BLU-12","22.00","shopify","deny","manual","10","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A6534230-8298-46DB-ACBA-3AA1B2317602.jpg?v=1777311040","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","Size","14","Color","Blush","CROCHET-TAN-BIK-BLU-14","22.00","shopify","deny","manual","10","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A6534230-8298-46DB-ACBA-3AA1B2317602.jpg?v=1777311040","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/699E0424-C1F4-4AD2-9AFE-8BDC469EA524.jpg?v=1777311041","","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/26C2FB54-DA06-4F47-B2DE-82F58D1E9B7B.jpg?v=1777311041","","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/84B26E7E-1801-46A9-A88F-B94B4754667A.jpg?v=1777311040","","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2C85770A-4BF9-41BF-9D02-96A0AFFBBA22.jpg?v=1777310879","","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/37D317DA-BF8D-4334-B38B-71599890F3F6.jpg?v=1777311040","","","","","",""
"the-crochet-tan-bikini-bottoms-cherry-blush","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/26F926B3-1E1B-4CCA-A815-22C5DBC1B074.jpg?v=1777311040","","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","The crochet tan bikini bottoms","<p data-start=""117"" data-end=""463"">The perfect tanning crochet bikini bottoms. Made with double-layered fabric and adjustable tie sides, allowing you to wear them at any height on your hips for a customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, these bottoms are a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""465"" data-end=""704"">With their delicate crochet detailing and flattering shape, these bikini bottoms are made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","Bottom","Apparel & Accessories > Clothing > Swimwear > Swim Briefs","TRUE","Size","4","Color","Sorbet","CROCHET-TAN-BIK-SOR-4","20.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AE72499-FA93-4E93-82F8-2DC4BA5168D5.jpg?v=1754704957","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AE72499-FA93-4E93-82F8-2DC4BA5168D5.jpg?v=1754704957","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","Size","6","Color","Sorbet","CROCHET-TAN-BIK-SOR-6","20.00","shopify","deny","manual","-1","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AE72499-FA93-4E93-82F8-2DC4BA5168D5.jpg?v=1754704957","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","Size","8","Color","Sorbet","CROCHET-TAN-BIK-SOR-8","20.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AE72499-FA93-4E93-82F8-2DC4BA5168D5.jpg?v=1754704957","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","Size","10","Color","Sorbet","CROCHET-TAN-BIK-SOR-10","20.00","shopify","deny","manual","3","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AE72499-FA93-4E93-82F8-2DC4BA5168D5.jpg?v=1754704957","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","Size","12","Color","Sorbet","CROCHET-TAN-BIK-SOR-12","20.00","shopify","deny","manual","2","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AE72499-FA93-4E93-82F8-2DC4BA5168D5.jpg?v=1754704957","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","Size","14","Color","Sorbet","CROCHET-TAN-BIK-SOR-14","20.00","shopify","deny","manual","5","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AE72499-FA93-4E93-82F8-2DC4BA5168D5.jpg?v=1754704957","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","Size","16","Color","Sorbet","CROCHET-TAN-BIK-SOR-16","20.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AE72499-FA93-4E93-82F8-2DC4BA5168D5.jpg?v=1754704957","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/8B255FE6-19A0-424A-8CDA-FFE185549F14.jpg?v=1754704937","","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2731A06A-AD03-4932-988C-E297FE44A261.jpg?v=1754704979","","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/696FFA8B-C93D-48AD-A16B-BD118A26A52E.jpg?v=1754705000","","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A99A2C3C-B1A2-4480-BFC6-E441AB8B807C.jpg?v=1754705019","","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/31A7D31B-036B-4E4E-823E-36591047AB04.jpg?v=1754705041","","","","","",""
"the-crochet-tan-bikini-bottoms-lemon-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/08F7CBAF-4CA3-453A-A624-0E3FCB3F9064.jpg?v=1754705063","","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","The crochet tan bikini bottoms","<p data-start=""117"" data-end=""463"">The perfect tanning crochet bikini bottoms. Made with double-layered fabric and adjustable tie sides, allowing you to wear them at any height on your hips for a customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, these bottoms are a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""465"" data-end=""704"">With their delicate crochet detailing and flattering shape, these bikini bottoms are made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality fabric</li> <li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</p>","Koko Bay","Bottom","Apparel & Accessories > Clothing > Swimwear > Swim Briefs","TRUE","Size","4","Color","Sorbet","CROCHET-TAN-BIK-SOR-4-1","20.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","Size","6","Color","Sorbet","CROCHET-TAN-BIK-SOR-6-1","20.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","Size","8","Color","Sorbet","CROCHET-TAN-BIK-SOR-8-1","20.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","Size","10","Color","Sorbet","CROCHET-TAN-BIK-SOR-10-1","20.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","Size","12","Color","Sorbet","CROCHET-TAN-BIK-SOR-12-1","20.00","shopify","deny","manual","1","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","Size","14","Color","Sorbet","CROCHET-TAN-BIK-SOR-14-1","20.00","shopify","deny","manual","4","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","Size","16","Color","Sorbet","CROCHET-TAN-BIK-SOR-16-1","20.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Bottom","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D33D11B6-77F5-45FF-A6F0-5983AE4CC817.jpg?v=1754710555","","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D7B6D838-2108-4C60-A854-CAFCBC4A2D24.jpg?v=1754710598","","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/186FAF3E-F0DB-4A89-B28A-06D47A66C1C8.jpg?v=1754710576","","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/FDE5CF64-CCE4-41B7-A4A8-7BD78A7B3611.jpg?v=1754710430","","","","","",""
"the-crochet-tan-bikini-bottoms-strawberry-sorbet","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3BC210EB-47F0-4B51-B571-7409AEC485DE.jpg?v=1754710409","","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","The crochet tan bikini top","<p data-start=""125"" data-end=""504"">The bikini top of the season and the perfect tanning bikini. Our crochet triangle bikini top is made with double-layered fabric and features fully adjustable neck and back tie straps for a flawless, customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, it’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""506"" data-end=""739"">With its intricate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be grabbing over and over again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini bottoms</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","Top","Apparel & Accessories > Clothing > Swimwear > Swimwear Tops","TRUE","Size","4","Color","Melt","CROCHET-TAN-BIK-MEL-4-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","6","Color","Melt","CROCHET-TAN-BIK-MEL-6-1","22.00","shopify","deny","manual","-1","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","8","Color","Melt","CROCHET-TAN-BIK-MEL-8-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","10","Color","Melt","CROCHET-TAN-BIK-MEL-10-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","12","Color","Melt","CROCHET-TAN-BIK-MEL-12-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","Size","14","Color","Melt","CROCHET-TAN-BIK-MEL-14-1","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top-mocha-melt","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/0F2CE555-C83A-44A9-8AD8-C2F3821BC392.jpg?v=1754704539","","","","","",""
"the-crochet-tan-bikini-top-black-white","The crochet tan bikini top","<p data-start=""125"" data-end=""504"">The bikini top of the season and the perfect tanning bikini. Our crochet triangle bikini top is made with double-layered fabric and features fully adjustable neck and back tie straps for a flawless, customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, it’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""506"" data-end=""739"">With its intricate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be grabbing over and over again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini bottoms</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","Top","Apparel & Accessories > Clothing > Swimwear > Swimwear Tops","TRUE","Size","4","Color","White","CROCHET-TAN-BIK-WHT-4-1","22.00","shopify","deny","manual","0","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/16C1934A-B440-4665-A0B1-1D9505B0F29F.jpg?v=1754699994","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/16C1934A-B440-4665-A0B1-1D9505B0F29F.jpg?v=1754699994","Top","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","Size","6","Color","White","CROCHET-TAN-BIK-WHT-6-1","22.00","shopify","deny","manual","0","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/16C1934A-B440-4665-A0B1-1D9505B0F29F.jpg?v=1754699994","","Top","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","Size","8","Color","White","CROCHET-TAN-BIK-WHT-8-1","22.00","shopify","deny","manual","0","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/16C1934A-B440-4665-A0B1-1D9505B0F29F.jpg?v=1754699994","","Top","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","Size","10","Color","White","CROCHET-TAN-BIK-WHT-10-1","22.00","shopify","deny","manual","11","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/16C1934A-B440-4665-A0B1-1D9505B0F29F.jpg?v=1754699994","","Top","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","Size","12","Color","White","CROCHET-TAN-BIK-WHT-12-1","22.00","shopify","deny","manual","7","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/16C1934A-B440-4665-A0B1-1D9505B0F29F.jpg?v=1754699994","","Top","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","Size","14","Color","White","CROCHET-TAN-BIK-WHT-14-1","22.00","shopify","deny","manual","2","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/16C1934A-B440-4665-A0B1-1D9505B0F29F.jpg?v=1754699994","","Top","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","Size","16","Color","White","CROCHET-TAN-BIK-WHT-16-1","22.00","shopify","deny","manual","1","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/16C1934A-B440-4665-A0B1-1D9505B0F29F.jpg?v=1754699994","","Top","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B4AF2B1F-33BA-457B-970B-EDD160EC0485.jpg?v=1754700017","","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/E07C00D2-6AAC-480A-BBC8-48EBA9F8F82B.jpg?v=1754700037","","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/46C1F13B-3862-4FD3-BBBD-9B4560F9BFF2.jpg?v=1754700057","","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/14401C58-3D84-4859-92C8-6A2FDA14DA19.jpg?v=1754700077","","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/13AE55A0-2E1F-43F8-9DF0-50EFA96E15CF.jpg?v=1754700161","","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3E614B22-43E9-4F4B-AA4E-F2F41242C782.jpg?v=1754700098","","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6E947382-A734-479B-8C16-829C5252A891.jpg?v=1754700141","","","","","",""
"the-crochet-tan-bikini-top-black-white","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/95A3FD85-86E5-46A6-9F50-43B4070EAC1D.jpg?v=1754700120","","","","","",""
"the-crochet-tan-bikini-top-blueberry-cream","The crochet tan bikini top","<p data-start=""125"" data-end=""504"">The bikini top of the season and the perfect tanning bikini. Our crochet triangle bikini top is made with double-layered fabric and features fully adjustable neck and back tie straps for a flawless, customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, it’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""506"" data-end=""739"">With its intricate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be grabbing over and over again all summer long.</p> <ul> <li>Thick double layered fabric</li> <li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini bottoms</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p><span>Emily is 5’7 and wears a size 6</span><br><span>Bust: 32''</span><br><span>Waist: 24’’</span><br><span>Hips: 34’’</span><br><span>Dress size: 6</span></p>","Koko Bay","Top","Apparel & Accessories > Clothing > Swimwear > Swimwear Tops","TRUE","Size","4","Color","Cream","CROCHET-TAN-BIK-CRE-4-1","24.00","shopify","deny","manual","18","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","Top","","","","",""
"the-crochet-tan-bikini-top-blueberry-cream","","","","","","","Size","6","Color","Cream","CROCHET-TAN-BIK-CRE-6-1","24.00","shopify","deny","manual","26","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","Top","","","","",""
"the-crochet-tan-bikini-top-blueberry-cream","","","","","","","Size","8","Color","Cream","CROCHET-TAN-BIK-CRE-8-1","24.00","shopify","deny","manual","27","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","Top","","","","",""
"the-crochet-tan-bikini-top-blueberry-cream","","","","","","","Size","10","Color","Cream","CROCHET-TAN-BIK-CRE-10-1","24.00","shopify","deny","manual","17","55","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","Top","","","","",""
