"Handle","Title","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price"
"the-rosette-capri-plum","The roselle lace capri - Plum","Size","XS (4-6)","Color","Plum","ROSELLE-CAPRI-GEN-PLU-XS","25.00"
"the-rosette-capri-plum","The roselle lace capri - Plum","Size","S (6-8)","Color","Plum","ROSELLE-CAPRI-GEN-PLU-S","25.00"
"the-rosette-capri-plum","The roselle lace capri - Plum","Size","M (8-10)","Color","Plum","ROSELLE-CAPRI-GEN-PLU-M","25.00"
"the-rosette-capri-plum","The roselle lace capri - Plum","Size","L (10-12)","Color","Plum","ROSELLE-CAPRI-GEN-PLU-L","25.00"
"the-rosette-capri-plum","The roselle lace capri - Plum","Size","XL (12-14)","Color","Plum","ROSELLE-CAPRI-GEN-PLU-XL","25.00"
"the-rosette-top-plum","The roselle lace top - Plum","Size","XS (4-6)","Color","Plum","ROSELLE-TOP-PLU-XS","30.00"
"the-rosette-top-plum","The roselle lace top - Plum","Size","S (6-8)","Color","Plum","ROSELLE-TOP-PLU-S","30.00"
"the-rosette-top-plum","The roselle lace top - Plum","Size","M (8-10)","Color","Plum","ROSELLE-TOP-PLU-M","30.00"
"the-rosette-top-plum","The roselle lace top - Plum","Size","L (10-12)","Color","Plum","ROSELLE-TOP-PLU-L","30.00"
"the-rosette-top-plum","The roselle lace top - Plum","Size","XL (12-14)","Color","Plum","ROSELLE-TOP-PLU-XL","30.00"
"the-rosette-split-sleeve-top-chocolate","The rosette split sleeve top - Chocolate","Size","4","Color","Chocolate","ROSETTE-SPLIT-TOP-CHO-4","26.00"
"the-rosette-split-sleeve-top-chocolate","The rosette split sleeve top - Chocolate","Size","6","Color","Chocolate","ROSETTE-SPLIT-TOP-CHO-6","26.00"
"the-rosette-split-sleeve-top-chocolate","The rosette split sleeve top - Chocolate","Size","8","Color","Chocolate","ROSETTE-SPLIT-TOP-CHO-8","26.00"
"the-rosette-split-sleeve-top-chocolate","The rosette split sleeve top - Chocolate","Size","10","Color","Chocolate","ROSETTE-SPLIT-TOP-CHO-10","26.00"
"the-rosette-split-sleeve-top-chocolate","The rosette split sleeve top - Chocolate","Size","12","Color","Chocolate","ROSETTE-SPLIT-TOP-CHO-12","26.00"
"the-rosette-split-sleeve-top-chocolate","The rosette split sleeve top - Chocolate","Size","14","Color","Chocolate","ROSETTE-SPLIT-TOP-CHO-14","26.00"
"the-rosette-split-sleeve-top-chocolate","The rosette split sleeve top - Chocolate","Size","16","Color","Chocolate","ROSETTE-SPLIT-TOP-CHO-16","26.00"
"the-rosette-split-sleeve-top-white","The rosette split sleeve top - White","Size","4","Color","White","ROSETTE-SPLIT-TOP-WHT-4","26.00"
"the-rosette-split-sleeve-top-white","The rosette split sleeve top - White","Size","6","Color","White","ROSETTE-SPLIT-TOP-WHT-6","26.00"
"the-rosette-split-sleeve-top-white","The rosette split sleeve top - White","Size","8","Color","White","ROSETTE-SPLIT-TOP-WHT-8","26.00"
"the-rosette-split-sleeve-top-white","The rosette split sleeve top - White","Size","10","Color","White","ROSETTE-SPLIT-TOP-WHT-10","26.00"
"the-rosette-split-sleeve-top-white","The rosette split sleeve top - White","Size","12","Color","White","ROSETTE-SPLIT-TOP-WHT-12","26.00"
"the-rosette-split-sleeve-top-white","The rosette split sleeve top - White","Size","14","Color","White","ROSETTE-SPLIT-TOP-WHT-14","26.00"
"the-rosette-split-sleeve-top-white","The rosette split sleeve top - White","Size","16","Color","White","ROSETTE-SPLIT-TOP-WHT-16","26.00"
"the-rosette-split-sleeve-top-black","The rosette split sleeve top - Black","Size","4","Color","Black","ROSETTE-SPLIT-TOP-BLK-4","26.00"
"the-rosette-split-sleeve-top-black","The rosette split sleeve top - Black","Size","6","Color","Black","ROSETTE-SPLIT-TOP-BLK-6","26.00"
"the-rosette-split-sleeve-top-black","The rosette split sleeve top - Black","Size","8","Color","Black","ROSETTE-SPLIT-TOP-BLK-8","26.00"
"the-rosette-split-sleeve-top-black","The rosette split sleeve top - Black","Size","10","Color","Black","ROSETTE-SPLIT-TOP-BLK-10","26.00"
"the-rosette-split-sleeve-top-black","The rosette split sleeve top - Black","Size","12","Color","Black","ROSETTE-SPLIT-TOP-BLK-12","26.00"
"the-rosette-split-sleeve-top-black","The rosette split sleeve top - Black","Size","14","Color","Black","ROSETTE-SPLIT-TOP-BLK-14","26.00"
"the-rosette-split-sleeve-top-black","The rosette split sleeve top - Black","Size","16","Color","Black","ROSETTE-SPLIT-TOP-BLK-16","26.00"
"the-ruched-leather-mini-skirt-stone-2","The ruched leather mini skirt - Stone","Size","4","Color","Stone","RUCHED-LEATHER-SKT-XXX-4","20.00"
"the-ruched-leather-mini-skirt-stone-2","The ruched leather mini skirt - Stone","Size","6","Color","Stone","RUCHED-LEATHER-SKT-XXX-6","20.00"
"the-ruched-leather-mini-skirt-stone-2","The ruched leather mini skirt - Stone","Size","8","Color","Stone","RUCHED-LEATHER-SKT-XXX-8","20.00"
"the-ruched-leather-mini-skirt-stone-2","The ruched leather mini skirt - Stone","Size","10","Color","Stone","RUCHED-LEATHER-SKT-XXX-10","20.00"
"the-ruched-leather-mini-skirt-stone-2","The ruched leather mini skirt - Stone","Size","12","Color","Stone","RUCHED-LEATHER-SKT-XXX-12","20.00"
"the-ruched-leather-mini-skirt-stone-2","The ruched leather mini skirt - Stone","Size","14","Color","Stone","RUCHED-LEATHER-SKT-XXX-14","20.00"
"the-ruched-leather-mini-skirt-stone-2","The ruched leather mini skirt - Stone","Size","16","Color","Stone","RUCHED-LEATHER-SKT-XXX-16","20.00"
"the-ruched-leather-mini-skirt-black","The ruched leather mini skirt - Black","Size","4","Color","Black","RUCHED-LEATHER-SKT-BLK-4","20.00"
"the-ruched-leather-mini-skirt-black","The ruched leather mini skirt - Black","Size","6","Color","Black","RUCHED-LEATHER-SKT-BLK-6","20.00"
"the-ruched-leather-mini-skirt-black","The ruched leather mini skirt - Black","Size","8","Color","Black","RUCHED-LEATHER-SKT-BLK-8","20.00"
"the-ruched-leather-mini-skirt-black","The ruched leather mini skirt - Black","Size","10","Color","Black","RUCHED-LEATHER-SKT-BLK-10","20.00"
"the-ruched-leather-mini-skirt-black","The ruched leather mini skirt - Black","Size","12","Color","Black","RUCHED-LEATHER-SKT-BLK-12","20.00"
"the-ruched-leather-mini-skirt-black","The ruched leather mini skirt - Black","Size","14","Color","Black","RUCHED-LEATHER-SKT-BLK-14","20.00"
"the-ruched-leather-mini-skirt-black","The ruched leather mini skirt - Black","Size","16","Color","Black","RUCHED-LEATHER-SKT-BLK-16","20.00"
"the-ruched-suede-mini-skirt-khaki","The ruched suede mini skirt - Khaki","Size","4","Color","Khaki","RUCHED-SUEDE-SKT-KHA-4","20.00"
"the-ruched-suede-mini-skirt-khaki","The ruched suede mini skirt - Khaki","Size","6","Color","Khaki","RUCHED-SUEDE-SKT-KHA-6","20.00"
"the-ruched-suede-mini-skirt-khaki","The ruched suede mini skirt - Khaki","Size","8","Color","Khaki","RUCHED-SUEDE-SKT-KHA-8","20.00"
"the-ruched-suede-mini-skirt-khaki","The ruched suede mini skirt - Khaki","Size","10","Color","Khaki","RUCHED-SUEDE-SKT-KHA-10","20.00"
"the-ruched-suede-mini-skirt-khaki","The ruched suede mini skirt - Khaki","Size","12","Color","Khaki","RUCHED-SUEDE-SKT-KHA-12","20.00"
"the-ruched-suede-mini-skirt-khaki","The ruched suede mini skirt - Khaki","Size","14","Color","Khaki","RUCHED-SUEDE-SKT-KHA-14","20.00"
"the-ruched-suede-mini-skirt-cream","The ruched suede mini skirt - Cream","Size","4","Color","Cream","RUCHED-SUEDE-SKT-CRE-4","20.00"
"the-ruched-suede-mini-skirt-cream","The ruched suede mini skirt - Cream","Size","6","Color","Cream","RUCHED-SUEDE-SKT-CRE-6","20.00"
"the-ruched-suede-mini-skirt-cream","The ruched suede mini skirt - Cream","Size","8","Color","Cream","RUCHED-SUEDE-SKT-CRE-8","20.00"
"the-ruched-suede-mini-skirt-cream","The ruched suede mini skirt - Cream","Size","10","Color","Cream","RUCHED-SUEDE-SKT-CRE-10","20.00"
"the-ruched-suede-mini-skirt-cream","The ruched suede mini skirt - Cream","Size","12","Color","Cream","RUCHED-SUEDE-SKT-CRE-12","20.00"
"the-ruched-suede-mini-skirt-cream","The ruched suede mini skirt - Cream","Size","14","Color","Cream","RUCHED-SUEDE-SKT-CRE-14","20.00"
"the-ruffle-cowl-top-beige","The ruffle cowl top - Beige","Size","4","Color","Beige","RUFFLE-COWL-TOP-BEG-4","32.00"
"the-ruffle-cowl-top-beige","The ruffle cowl top - Beige","Size","6","Color","Beige","RUFFLE-COWL-TOP-BEG-6","32.00"
"the-ruffle-cowl-top-beige","The ruffle cowl top - Beige","Size","8","Color","Beige","RUFFLE-COWL-TOP-BEG-8","32.00"
"the-ruffle-cowl-top-beige","The ruffle cowl top - Beige","Size","10","Color","Beige","RUFFLE-COWL-TOP-BEG-10","32.00"
"the-ruffle-cowl-top-beige","The ruffle cowl top - Beige","Size","12","Color","Beige","RUFFLE-COWL-TOP-BEG-12","32.00"
"the-ruffle-cowl-top-beige","The ruffle cowl top - Beige","Size","14","Color","Beige","RUFFLE-COWL-TOP-BEG-14","32.00"
"the-satin-bikini-bottoms-light-blue","The satin bikini bottoms - Blue","Size","XS (4-6)","Color","Blue","SATIN-BOTTOMS-BIK-BLU-XS","26.00"
"the-satin-bikini-bottoms-light-blue","The satin bikini bottoms - Blue","Size","S (6-8)","Color","Blue","SATIN-BOTTOMS-BIK-BLU-S","26.00"
"the-satin-bikini-bottoms-light-blue","The satin bikini bottoms - Blue","Size","M (8-10)","Color","Blue","SATIN-BOTTOMS-BIK-BLU-M","26.00"
"the-satin-bikini-bottoms-light-blue","The satin bikini bottoms - Blue","Size","L (10-12)","Color","Blue","SATIN-BOTTOMS-BIK-BLU-L","26.00"
"the-satin-bikini-bottoms-light-blue","The satin bikini bottoms - Blue","Size","XL (12-14)","Color","Blue","SATIN-BOTTOMS-BIK-BLU-XL","26.00"
"the-satin-bikini-bottoms-powder-pink","The satin bikini bottoms - Pink","Size","XS (4-6)","Color","Pink","SATIN-BOTTOMS-BIK-PNK-XS","26.00"
"the-satin-bikini-bottoms-powder-pink","The satin bikini bottoms - Pink","Size","S (6-8)","Color","Pink","SATIN-BOTTOMS-BIK-PNK-S","26.00"
"the-satin-bikini-bottoms-powder-pink","The satin bikini bottoms - Pink","Size","M (8-10)","Color","Pink","SATIN-BOTTOMS-BIK-PNK-M","26.00"
"the-satin-bikini-bottoms-powder-pink","The satin bikini bottoms - Pink","Size","L (10-12)","Color","Pink","SATIN-BOTTOMS-BIK-PNK-L","26.00"
"the-satin-bikini-bottoms-powder-pink","The satin bikini bottoms - Pink","Size","XL (12-14)","Color","Pink","SATIN-BOTTOMS-BIK-PNK-XL","26.00"
"the-satin-bikini-bottoms-taupe","The satin bikini bottoms - Taupe","Size","XS (4-6)","Color","Taupe","SATIN-BOTTOMS-BIK-TAU-XS","26.00"
"the-satin-bikini-bottoms-taupe","The satin bikini bottoms - Taupe","Size","S (6-8)","Color","Taupe","SATIN-BOTTOMS-BIK-TAU-S","26.00"
