"Handle","Title","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price"
"the-delina-mini-navy","The delina mini - Navy","Size","XS (4-6)","Color","Navy","DELINA-MINI-GEN-NAV-XS","55.00"
"the-delina-mini-navy","The delina mini - Navy","Size","S (6-8)","Color","Navy","DELINA-MINI-GEN-NAV-S","55.00"
"the-delina-mini-navy","The delina mini - Navy","Size","M (8-10)","Color","Navy","DELINA-MINI-GEN-NAV-M","55.00"
"the-delina-mini-navy","The delina mini - Navy","Size","L (10-12)","Color","Navy","DELINA-MINI-GEN-NAV-L","55.00"
"the-delina-mini-navy","The delina mini - Navy","Size","XL (12-14)","Color","Navy","DELINA-MINI-GEN-NAV-XL","55.00"
"the-delina-mini-chocolate","The delina mini - Chocolate","Size","XS (4-6)","Color","Chocolate","DELINA-MINI-GEN-CHO-XS","55.00"
"the-delina-mini-chocolate","The delina mini - Chocolate","Size","S (6-8)","Color","Chocolate","DELINA-MINI-GEN-CHO-S","55.00"
"the-delina-mini-chocolate","The delina mini - Chocolate","Size","M (8-10)","Color","Chocolate","DELINA-MINI-GEN-CHO-M","55.00"
"the-delina-mini-chocolate","The delina mini - Chocolate","Size","L (10-12)","Color","Chocolate","DELINA-MINI-GEN-CHO-L","55.00"
"the-delina-mini-chocolate","The delina mini - Chocolate","Size","XL (12-14)","Color","Chocolate","DELINA-MINI-GEN-CHO-XL","55.00"
"the-devore-maxi-black","The devore maxi - Black","Size","XS (4-6)","Color","Black","DEVORE-MAXI-GEN-BLK-XS","60.00"
"the-devore-maxi-black","The devore maxi - Black","Size","S (6-8)","Color","Black","DEVORE-MAXI-GEN-BLK-S","60.00"
"the-devore-maxi-black","The devore maxi - Black","Size","M (8-10)","Color","Black","DEVORE-MAXI-GEN-BLK-M","60.00"
"the-devore-maxi-black","The devore maxi - Black","Size","L (10-12)","Color","Black","DEVORE-MAXI-GEN-BLK-L","60.00"
"the-devore-maxi-black","The devore maxi - Black","Size","XL (12-14)","Color","Black","DEVORE-MAXI-GEN-BLK-XL","60.00"
"the-devore-mini-black","The devore mini - Black","Size","XS (4-6)","Color","Black","DEVORE-MINI-GEN-BLK-XS","65.00"
"the-devore-mini-black","The devore mini - Black","Size","S (6-8)","Color","Black","DEVORE-MINI-GEN-BLK-S","65.00"
"the-devore-mini-black","The devore mini - Black","Size","M (8-10)","Color","Black","DEVORE-MINI-GEN-BLK-M","65.00"
"the-devore-mini-black","The devore mini - Black","Size","L (10-12)","Color","Black","DEVORE-MINI-GEN-BLK-L","65.00"
"the-devore-mini-black","The devore mini - Black","Size","XL (12-14)","Color","Black","DEVORE-MINI-GEN-BLK-XL","65.00"
"the-lace-up-corset-black","The dipped hem lace up corset - Black","Size","4","Color","Black","DIPPED-HEM-CRST-BLK-4","28.00"
"the-lace-up-corset-black","The dipped hem lace up corset - Black","Size","6","Color","Black","DIPPED-HEM-CRST-BLK-6","28.00"
"the-lace-up-corset-black","The dipped hem lace up corset - Black","Size","8","Color","Black","DIPPED-HEM-CRST-BLK-8","28.00"
"the-lace-up-corset-black","The dipped hem lace up corset - Black","Size","10","Color","Black","DIPPED-HEM-CRST-BLK-10","28.00"
"the-lace-up-corset-black","The dipped hem lace up corset - Black","Size","12","Color","Black","DIPPED-HEM-CRST-BLK-12","28.00"
"the-lace-up-corset-black","The dipped hem lace up corset - Black","Size","14","Color","Black","DIPPED-HEM-CRST-BLK-14","28.00"
"the-lace-up-corset-black","The dipped hem lace up corset - Black","Size","16","Color","Black","DIPPED-HEM-CRST-BLK-16","28.00"
"the-double-strap-bikini-bottoms-eden-print","The double strap bikini bottoms - Print","Size","XS (4-6)","Color","Print","DOUBLE-STRAP-BIK-PRI-XS","26.00"
"the-double-strap-bikini-bottoms-eden-print","The double strap bikini bottoms - Print","Size","S (6-8)","Color","Print","DOUBLE-STRAP-BIK-PRI-S","26.00"
"the-double-strap-bikini-bottoms-eden-print","The double strap bikini bottoms - Print","Size","M (8-10)","Color","Print","DOUBLE-STRAP-BIK-PRI-M","26.00"
"the-double-strap-bikini-bottoms-eden-print","The double strap bikini bottoms - Print","Size","L (10-12)","Color","Print","DOUBLE-STRAP-BIK-PRI-L","26.00"
"the-double-strap-bikini-bottoms-eden-print","The double strap bikini bottoms - Print","Size","XL (12-14)","Color","Print","DOUBLE-STRAP-BIK-PRI-XL","26.00"
"the-droplet-top-white","The droplet top - White","Size","XS (4-6)","Color","White","DROPLET-TOP-WHT-XS","34.00"
"the-droplet-top-white","The droplet top - White","Size","S (6-8)","Color","White","DROPLET-TOP-WHT-S","34.00"
"the-droplet-top-white","The droplet top - White","Size","M (8-10)","Color","White","DROPLET-TOP-WHT-M","34.00"
"the-droplet-top-white","The droplet top - White","Size","L (10-12)","Color","White","DROPLET-TOP-WHT-L","34.00"
"the-droplet-top-white","The droplet top - White","Size","XL (14-16)","Color","White","DROPLET-TOP-WHT-XL","34.00"
"the-elara-mini-cream","The elara mini - Cream","Size","4","Color","Cream","ELARA-MINI-GEN-CRE-4","45.00"
"the-elara-mini-cream","The elara mini - Cream","Size","6","Color","Cream","ELARA-MINI-GEN-CRE-6","45.00"
"the-elara-mini-cream","The elara mini - Cream","Size","8","Color","Cream","ELARA-MINI-GEN-CRE-8","45.00"
"the-elara-mini-cream","The elara mini - Cream","Size","10","Color","Cream","ELARA-MINI-GEN-CRE-10","45.00"
"the-elara-mini-cream","The elara mini - Cream","Size","12","Color","Cream","ELARA-MINI-GEN-CRE-12","45.00"
"the-elara-mini-cream","The elara mini - Cream","Size","14","Color","Cream","ELARA-MINI-GEN-CRE-14","45.00"
