"Handle","Title","Body (HTML)","Vendor","Type","Product Category","Tags","Collection","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Inventory Qty","Variant Grams","Variant Image","Image Src","Metafield: custom.product_type_standard [single_line_text_field]","Metafield: custom.product_type_detail [single_line_text_field]","Metafield: custom.style [single_line_text_field]","Metafield: custom.material [single_line_text_field]","Metafield: custom.fit_type [single_line_text_field]","Metafield: custom.colour_family [single_line_text_field]","product_images_src"
"the-amore-set-taupe","The amore corset set - taupe","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p>
<ul>
<li>Three-piece set sold as one</li>
<li>Premium double layered fabric</li>
<li>Super soft and stretchy fabric</li>
<li>High-neck contoured bodysuit with zip up back</li>
<li>Removable sculpting corset </li>
<li>Ruched mini skirt with statement front tassel<br>
</li>
<li>Refining flared sleeves</li>
</ul>
<p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","","Dresses, solstice","CLOTHING","TRUE","Size","S (6-8)","","","","70.00","shopify","deny","manual","14","1115","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0785.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0788.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0789.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0755.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0792.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0749.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0793.jpg?v=1764261510""]"
"the-amore-set-taupe","The amore corset set - taupe","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p>
<ul>
<li>Three-piece set sold as one</li>
<li>Premium double layered fabric</li>
<li>Super soft and stretchy fabric</li>
<li>High-neck contoured bodysuit with zip up back</li>
<li>Removable sculpting corset </li>
<li>Ruched mini skirt with statement front tassel<br>
</li>
<li>Refining flared sleeves</li>
</ul>
<p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","","Dresses, solstice","CLOTHING","TRUE","Size","M (8-10)","","","","70.00","shopify","deny","manual","2","1115","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0785.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0788.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0789.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0755.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0792.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0749.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0793.jpg?v=1764261510""]"
"the-amore-set-taupe","The amore corset set - taupe","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p>
<ul>
<li>Three-piece set sold as one</li>
<li>Premium double layered fabric</li>
<li>Super soft and stretchy fabric</li>
<li>High-neck contoured bodysuit with zip up back</li>
<li>Removable sculpting corset </li>
<li>Ruched mini skirt with statement front tassel<br>
</li>
<li>Refining flared sleeves</li>
</ul>
<p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","","Dresses, solstice","CLOTHING","TRUE","Size","L (10-12)","","","","70.00","shopify","deny","manual","4","1115","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0785.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0788.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0789.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0755.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0792.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0749.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0793.jpg?v=1764261510""]"
"the-amore-set-taupe","The amore corset set - taupe","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p>
<ul>
<li>Three-piece set sold as one</li>
<li>Premium double layered fabric</li>
<li>Super soft and stretchy fabric</li>
<li>High-neck contoured bodysuit with zip up back</li>
<li>Removable sculpting corset </li>
<li>Ruched mini skirt with statement front tassel<br>
</li>
<li>Refining flared sleeves</li>
</ul>
<p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","","Dresses, solstice","CLOTHING","TRUE","Size","XL (12-14)","","","","70.00","shopify","deny","manual","2","1115","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0785.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0788.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0789.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0755.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0792.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0749.jpg?v=1764261510"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0793.jpg?v=1764261510""]"
"the-amore-set-taupe","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0785.jpg?v=1764261510","","","","","","",""
"the-amore-set-taupe","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0788.jpg?v=1764261510","","","","","","",""
"the-amore-set-taupe","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0789.jpg?v=1764261510","","","","","","",""
"the-amore-set-taupe","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0755.jpg?v=1764261510","","","","","","",""
"the-amore-set-taupe","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0792.jpg?v=1764261510","","","","","","",""
"the-amore-set-taupe","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0749.jpg?v=1764261510","","","","","","",""
"the-amore-set-taupe","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0793.jpg?v=1764261510","","","","","","",""
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","4","","","","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/455E2E74-3DD9-409B-BE82-38A4F88B48F8.jpg?v=1754706462"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/0F052FC8-1E44-4F4F-BD8B-03C9B1B92E98.jpg?v=1754706483"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/C37F2ECB-510F-4E26-BE36-E105AE77AD61.jpg?v=1754706504""]"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","6","","","","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/455E2E74-3DD9-409B-BE82-38A4F88B48F8.jpg?v=1754706462"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/0F052FC8-1E44-4F4F-BD8B-03C9B1B92E98.jpg?v=1754706483"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/C37F2ECB-510F-4E26-BE36-E105AE77AD61.jpg?v=1754706504""]"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","8","","","","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/455E2E74-3DD9-409B-BE82-38A4F88B48F8.jpg?v=1754706462"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/0F052FC8-1E44-4F4F-BD8B-03C9B1B92E98.jpg?v=1754706483"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/C37F2ECB-510F-4E26-BE36-E105AE77AD61.jpg?v=1754706504""]"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","10","","","","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/455E2E74-3DD9-409B-BE82-38A4F88B48F8.jpg?v=1754706462"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/0F052FC8-1E44-4F4F-BD8B-03C9B1B92E98.jpg?v=1754706483"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/C37F2ECB-510F-4E26-BE36-E105AE77AD61.jpg?v=1754706504""]"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","12","","","","22.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/455E2E74-3DD9-409B-BE82-38A4F88B48F8.jpg?v=1754706462"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/0F052FC8-1E44-4F4F-BD8B-03C9B1B92E98.jpg?v=1754706483"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/C37F2ECB-510F-4E26-BE36-E105AE77AD61.jpg?v=1754706504""]"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","14","","","","22.00","shopify","deny","manual","1","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/455E2E74-3DD9-409B-BE82-38A4F88B48F8.jpg?v=1754706462"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/0F052FC8-1E44-4F4F-BD8B-03C9B1B92E98.jpg?v=1754706483"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/C37F2ECB-510F-4E26-BE36-E105AE77AD61.jpg?v=1754706504""]"
"the-beaded-bikini-bottoms-khaki","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/455E2E74-3DD9-409B-BE82-38A4F88B48F8.jpg?v=1754706462","","","","","","",""
"the-beaded-bikini-bottoms-khaki","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/0F052FC8-1E44-4F4F-BD8B-03C9B1B92E98.jpg?v=1754706483","","","","","","",""
"the-beaded-bikini-bottoms-khaki","","","","","","","","FALSE","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/C37F2ECB-510F-4E26-BE36-E105AE77AD61.jpg?v=1754706504","","","","","","",""
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","4","","","","24.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/14AD65D9-68E6-46D0-9885-9D47FD2B7544.jpg?v=1754706546"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/AF711680-BE09-4592-B631-6F5C781D480D.jpg?v=1754706569"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/55DE9715-55D7-448A-85DF-242256146A03.jpg?v=1754706589""]"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","6","","","","24.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/14AD65D9-68E6-46D0-9885-9D47FD2B7544.jpg?v=1754706546"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/AF711680-BE09-4592-B631-6F5C781D480D.jpg?v=1754706569"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/55DE9715-55D7-448A-85DF-242256146A03.jpg?v=1754706589""]"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","8","","","","24.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/14AD65D9-68E6-46D0-9885-9D47FD2B7544.jpg?v=1754706546"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/AF711680-BE09-4592-B631-6F5C781D480D.jpg?v=1754706569"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/55DE9715-55D7-448A-85DF-242256146A03.jpg?v=1754706589""]"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","10","","","","24.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/14AD65D9-68E6-46D0-9885-9D47FD2B7544.jpg?v=1754706546"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/AF711680-BE09-4592-B631-6F5C781D480D.jpg?v=1754706569"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/55DE9715-55D7-448A-85DF-242256146A03.jpg?v=1754706589""]"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","","Soleil, SWIM","BIKINIS","TRUE","Size","12","","","","24.00","shopify","deny","manual","0","1010","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524","","","","","","","","[""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/14AD65D9-68E6-46D0-9885-9D47FD2B7544.jpg?v=1754706546"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/AF711680-BE09-4592-B631-6F5C781D480D.jpg?v=1754706569"",""https://cdn.shopify.com/s/files/1/0064/3828/9461/files/55DE9715-55D7-448A-85DF-242256146A03.jpg?v=1754706589""]"
