"Handle","Title","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price"
"the-beaded-bikini-top-khaki","The beaded bikini top - Khaki","Size","4","Color","Khaki","BEADED-BIK-KHA-4","24.00"
"the-beaded-bikini-top-khaki","The beaded bikini top - Khaki","Size","6","Color","Khaki","BEADED-BIK-KHA-6","24.00"
"the-beaded-bikini-top-khaki","The beaded bikini top - Khaki","Size","8","Color","Khaki","BEADED-BIK-KHA-8","24.00"
"the-beaded-bikini-top-khaki","The beaded bikini top - Khaki","Size","10","Color","Khaki","BEADED-BIK-KHA-10","24.00"
"the-beaded-bikini-top-khaki","The beaded bikini top - Khaki","Size","12","Color","Khaki","BEADED-BIK-KHA-12","24.00"
"the-beaded-bikini-top-khaki","The beaded bikini top - Khaki","Size","14","Color","Khaki","BEADED-BIK-KHA-14","24.00"
"the-burnout-cowl-top-powder-blue","The burnout cowl top - Blue","Size","4","Color","Blue","BURNOUT-COWL-TOP-BLU-4","30.00"
"the-burnout-cowl-top-powder-blue","The burnout cowl top - Blue","Size","6","Color","Blue","BURNOUT-COWL-TOP-BLU-6","30.00"
"the-burnout-cowl-top-powder-blue","The burnout cowl top - Blue","Size","8","Color","Blue","BURNOUT-COWL-TOP-BLU-8","30.00"
"the-burnout-cowl-top-powder-blue","The burnout cowl top - Blue","Size","10","Color","Blue","BURNOUT-COWL-TOP-BLU-10","30.00"
"the-burnout-cowl-top-powder-blue","The burnout cowl top - Blue","Size","12","Color","Blue","BURNOUT-COWL-TOP-BLU-12","30.00"
"the-burnout-cowl-top-powder-blue","The burnout cowl top - Blue","Size","14","Color","Blue","BURNOUT-COWL-TOP-BLU-14","30.00"
"copy-the-burnout-cowl-top-cream","The burnout cowl top - Cream","Size","4","Color","Cream","BURNOUT-COWL-TOP-CRE-4","30.00"
"copy-the-burnout-cowl-top-cream","The burnout cowl top - Cream","Size","6","Color","Cream","BURNOUT-COWL-TOP-CRE-6","30.00"
"copy-the-burnout-cowl-top-cream","The burnout cowl top - Cream","Size","8","Color","Cream","BURNOUT-COWL-TOP-CRE-8","30.00"
"copy-the-burnout-cowl-top-cream","The burnout cowl top - Cream","Size","10","Color","Cream","BURNOUT-COWL-TOP-CRE-10","30.00"
"copy-the-burnout-cowl-top-cream","The burnout cowl top - Cream","Size","12","Color","Cream","BURNOUT-COWL-TOP-CRE-12","30.00"
"copy-the-burnout-cowl-top-cream","The burnout cowl top - Cream","Size","14","Color","Cream","BURNOUT-COWL-TOP-CRE-14","30.00"
"the-cove-mini-grey-knit","The cove knit mini - Knit","Size","4","Color","Knit","COVE-KNIT-GEN-KNI-4","45.00"
"the-cove-mini-grey-knit","The cove knit mini - Knit","Size","6","Color","Knit","COVE-KNIT-GEN-KNI-6","45.00"
"the-cove-mini-grey-knit","The cove knit mini - Knit","Size","8","Color","Knit","COVE-KNIT-GEN-KNI-8","45.00"
"the-cove-mini-grey-knit","The cove knit mini - Knit","Size","10","Color","Knit","COVE-KNIT-GEN-KNI-10","45.00"
"the-cove-mini-grey-knit","The cove knit mini - Knit","Size","12","Color","Knit","COVE-KNIT-GEN-KNI-12","45.00"
"the-cove-mini-grey-knit","The cove knit mini - Knit","Size","14","Color","Knit","COVE-KNIT-GEN-KNI-14","45.00"
"the-cowl-maxi-blue-floral","The cowl maxi - Floral","Size","4","Color","Floral","COWL-MAXI-GEN-FLO-4","38.00"
"the-cowl-maxi-blue-floral","The cowl maxi - Floral","Size","6","Color","Floral","COWL-MAXI-GEN-FLO-6","38.00"
"the-cowl-maxi-blue-floral","The cowl maxi - Floral","Size","8","Color","Floral","COWL-MAXI-GEN-FLO-8","38.00"
"the-cowl-maxi-blue-floral","The cowl maxi - Floral","Size","10","Color","Floral","COWL-MAXI-GEN-FLO-10","38.00"
"the-cowl-maxi-blue-floral","The cowl maxi - Floral","Size","12","Color","Floral","COWL-MAXI-GEN-FLO-12","38.00"
"the-cowl-maxi-blue-floral","The cowl maxi - Floral","Size","14","Color","Floral","COWL-MAXI-GEN-FLO-14","38.00"
"the-cowl-maxi-yellow-floral","The cowl maxi - Floral","Size","4","Color","Floral","COWL-MAXI-GEN-FLO-4-1","38.00"
"the-cowl-maxi-yellow-floral","The cowl maxi - Floral","Size","6","Color","Floral","COWL-MAXI-GEN-FLO-6-1","38.00"
"the-cowl-maxi-yellow-floral","The cowl maxi - Floral","Size","8","Color","Floral","COWL-MAXI-GEN-FLO-8-1","38.00"
"the-cowl-maxi-yellow-floral","The cowl maxi - Floral","Size","10","Color","Floral","COWL-MAXI-GEN-FLO-10-1","38.00"
"the-cowl-maxi-yellow-floral","The cowl maxi - Floral","Size","12","Color","Floral","COWL-MAXI-GEN-FLO-12-1","38.00"
"the-cowl-maxi-yellow-floral","The cowl maxi - Floral","Size","14","Color","Floral","COWL-MAXI-GEN-FLO-14-1","38.00"
