"Handle","Title","Body (HTML)","Vendor","Type","Product Category","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Inventory Qty","Variant Grams","Variant Image","Image Src","Metafield: custom.product_type_standard [single_line_text_field]","Metafield: custom.product_type_detail [single_line_text_field]","Metafield: custom.style [single_line_text_field]","Metafield: custom.material [single_line_text_field]","Metafield: custom.fit_type [single_line_text_field]","Metafield: custom.colour_family [single_line_text_field]"
"the-crochet-tan-bikini-top","","","","","","","","Size","8","Color","Mocha Melt","THECROCHETTANBIKINITOP-MOCHA MELT-8","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","10","Color","Mocha Melt","THECROCHETTANBIKINITOP-MOCHA MELT-10","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","12","Color","Mocha Melt","THECROCHETTANBIKINITOP-MOCHA MELT-12","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","14","Color","Mocha Melt","THECROCHETTANBIKINITOP-MOCHA MELT-14","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","4","Color","Lemon Sorbet","THECROCHETTANBIKINITOP-LEMON SORBET-4","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/99C1B196-62FE-461F-9506-B6DA95AFEB91.jpg?v=1754705081","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","6","Color","Lemon Sorbet","THECROCHETTANBIKINITOP-LEMON SORBET-6","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/99C1B196-62FE-461F-9506-B6DA95AFEB91.jpg?v=1754705081","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","8","Color","Lemon Sorbet","THECROCHETTANBIKINITOP-LEMON SORBET-8","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/99C1B196-62FE-461F-9506-B6DA95AFEB91.jpg?v=1754705081","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","10","Color","Lemon Sorbet","THECROCHETTANBIKINITOP-LEMON SORBET-10","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/99C1B196-62FE-461F-9506-B6DA95AFEB91.jpg?v=1754705081","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","12","Color","Lemon Sorbet","THECROCHETTANBIKINITOP-LEMON SORBET-12","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/99C1B196-62FE-461F-9506-B6DA95AFEB91.jpg?v=1754705081","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","14","Color","Lemon Sorbet","THECROCHETTANBIKINITOP-LEMON SORBET-14","22.00","shopify","deny","manual","2","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/99C1B196-62FE-461F-9506-B6DA95AFEB91.jpg?v=1754705081","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","4","Color","Strawberry Sorbet","THECROCHETTANBIKINITOP-STRAWBERRY SORBET-4","22.00","shopify","deny","manual","2","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","6","Color","Strawberry Sorbet","THECROCHETTANBIKINITOP-STRAWBERRY SORBET-6","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","8","Color","Strawberry Sorbet","THECROCHETTANBIKINITOP-STRAWBERRY SORBET-8","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","10","Color","Strawberry Sorbet","THECROCHETTANBIKINITOP-STRAWBERRY SORBET-10","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","12","Color","Strawberry Sorbet","THECROCHETTANBIKINITOP-STRAWBERRY SORBET-12","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","14","Color","Strawberry Sorbet","THECROCHETTANBIKINITOP-STRAWBERRY SORBET-14","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","4","Color","Blueberry Cream","THECROCHETTANBIKINITOP-BLUEBERRY CREAM-4","24.00","shopify","deny","manual","18","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","6","Color","Blueberry Cream","THECROCHETTANBIKINITOP-BLUEBERRY CREAM-6","24.00","shopify","deny","manual","26","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","8","Color","Blueberry Cream","THECROCHETTANBIKINITOP-BLUEBERRY CREAM-8","24.00","shopify","deny","manual","28","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","10","Color","Blueberry Cream","THECROCHETTANBIKINITOP-BLUEBERRY CREAM-10","24.00","shopify","deny","manual","18","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","12","Color","Blueberry Cream","THECROCHETTANBIKINITOP-BLUEBERRY CREAM-12","24.00","shopify","deny","manual","8","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","14","Color","Blueberry Cream","THECROCHETTANBIKINITOP-BLUEBERRY CREAM-14","24.00","shopify","deny","manual","4","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","4","Color","Cherry Blush","THECROCHETTANBIKINITOP-CHERRY BLUSH-4","24.00","shopify","deny","manual","19","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","6","Color","Cherry Blush","THECROCHETTANBIKINITOP-CHERRY BLUSH-6","24.00","shopify","deny","manual","29","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","8","Color","Cherry Blush","THECROCHETTANBIKINITOP-CHERRY BLUSH-8","24.00","shopify","deny","manual","28","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","10","Color","Cherry Blush","THECROCHETTANBIKINITOP-CHERRY BLUSH-10","24.00","shopify","deny","manual","20","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","12","Color","Cherry Blush","THECROCHETTANBIKINITOP-CHERRY BLUSH-12","24.00","shopify","deny","manual","9","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","Size","14","Color","Cherry Blush","THECROCHETTANBIKINITOP-CHERRY BLUSH-14","24.00","shopify","deny","manual","5","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","Top","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B4AF2B1F-33BA-457B-970B-EDD160EC0485.jpg?v=1754700017","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/E07C00D2-6AAC-480A-BBC8-48EBA9F8F82B.jpg?v=1754700037","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/46C1F13B-3862-4FD3-BBBD-9B4560F9BFF2.jpg?v=1754700057","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/14401C58-3D84-4859-92C8-6A2FDA14DA19.jpg?v=1754700077","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/13AE55A0-2E1F-43F8-9DF0-50EFA96E15CF.jpg?v=1754700161","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3E614B22-43E9-4F4B-AA4E-F2F41242C782.jpg?v=1754700098","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6E947382-A734-479B-8C16-829C5252A891.jpg?v=1754700141","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/95A3FD85-86E5-46A6-9F50-43B4070EAC1D.jpg?v=1754700120","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/99C1B196-62FE-461F-9506-B6DA95AFEB91.jpg?v=1754705081","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/893BE302-B72A-43F4-917C-2B706D1F8A6C.jpg?v=1777311345","","","","","",""
"the-crochet-tan-bikini-top","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/878F9E43-60BF-4652-91A3-F622D0697737.jpg?v=1777311041","","","","","",""
"the-wide-band-bikini-bottoms","The wide band bikini bottoms","<p>The bikini of the season. Turn heads this summer in our wide band bikini set - the ultimate flattering fit. Featuring double layered fabric in a stylish wide band cut designed to sit on your hips at the perfect height, this is the staple swim you’ll be reaching for again and again.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Stretchy fabric, slip on style</span></li> <li><span style=""text-align: right;"">Wide band straps for that ultra flattering fit</span></li> <li><span style=""text-align: right;"">Pair with our matching wide band bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","Bottom","Apparel & Accessories > Clothing > Swimwear","30, Swim, Bottom","TRUE","Size","4","Color","Wine","THEWIDEBANDBIKINIBOTTOMS-WINE-4","20.00","shopify","deny","manual","29","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D046BF3D-856D-4888-A3A6-A18814733343.jpg?v=1754691946","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D046BF3D-856D-4888-A3A6-A18814733343.jpg?v=1754691946","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","6","Color","Wine","THEWIDEBANDBIKINIBOTTOMS-WINE-6","20.00","shopify","deny","manual","16","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D046BF3D-856D-4888-A3A6-A18814733343.jpg?v=1754691946","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","8","Color","Wine","THEWIDEBANDBIKINIBOTTOMS-WINE-8","20.00","shopify","deny","manual","27","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D046BF3D-856D-4888-A3A6-A18814733343.jpg?v=1754691946","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","10","Color","Wine","THEWIDEBANDBIKINIBOTTOMS-WINE-10","20.00","shopify","deny","manual","26","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D046BF3D-856D-4888-A3A6-A18814733343.jpg?v=1754691946","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","12","Color","Wine","THEWIDEBANDBIKINIBOTTOMS-WINE-12","20.00","shopify","deny","manual","5","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D046BF3D-856D-4888-A3A6-A18814733343.jpg?v=1754691946","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","14","Color","Wine","THEWIDEBANDBIKINIBOTTOMS-WINE-14","20.00","shopify","deny","manual","6","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D046BF3D-856D-4888-A3A6-A18814733343.jpg?v=1754691946","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","16","Color","Wine","THEWIDEBANDBIKINIBOTTOMS-WINE-16","20.00","shopify","deny","manual","11","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D046BF3D-856D-4888-A3A6-A18814733343.jpg?v=1754691946","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","4","Color","Mocha","THEWIDEBANDBIKINIBOTTOMS-MOCHA-4","20.00","shopify","deny","manual","11","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6746262D-9885-4CC4-97F0-57744F391A98.jpg?v=1754696053","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","6","Color","Mocha","THEWIDEBANDBIKINIBOTTOMS-MOCHA-6","20.00","shopify","deny","manual","5","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6746262D-9885-4CC4-97F0-57744F391A98.jpg?v=1754696053","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","8","Color","Mocha","THEWIDEBANDBIKINIBOTTOMS-MOCHA-8","20.00","shopify","deny","manual","5","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6746262D-9885-4CC4-97F0-57744F391A98.jpg?v=1754696053","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","10","Color","Mocha","THEWIDEBANDBIKINIBOTTOMS-MOCHA-10","20.00","shopify","deny","manual","1","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6746262D-9885-4CC4-97F0-57744F391A98.jpg?v=1754696053","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","12","Color","Mocha","THEWIDEBANDBIKINIBOTTOMS-MOCHA-12","20.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6746262D-9885-4CC4-97F0-57744F391A98.jpg?v=1754696053","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","14","Color","Mocha","THEWIDEBANDBIKINIBOTTOMS-MOCHA-14","20.00","shopify","deny","manual","2","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6746262D-9885-4CC4-97F0-57744F391A98.jpg?v=1754696053","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","16","Color","Mocha","THEWIDEBANDBIKINIBOTTOMS-MOCHA-16","20.00","shopify","deny","manual","6","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6746262D-9885-4CC4-97F0-57744F391A98.jpg?v=1754696053","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","4","Color","Black","THEWIDEBANDBIKINIBOTTOMS-BLACK-4","20.00","shopify","deny","manual","7","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AA94F20-2A81-4F93-9605-08AA39A95696.jpg?v=1754696275","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","6","Color","Black","THEWIDEBANDBIKINIBOTTOMS-BLACK-6","20.00","shopify","deny","manual","2","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AA94F20-2A81-4F93-9605-08AA39A95696.jpg?v=1754696275","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","8","Color","Black","THEWIDEBANDBIKINIBOTTOMS-BLACK-8","20.00","shopify","deny","manual","5","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AA94F20-2A81-4F93-9605-08AA39A95696.jpg?v=1754696275","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","10","Color","Black","THEWIDEBANDBIKINIBOTTOMS-BLACK-10","20.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AA94F20-2A81-4F93-9605-08AA39A95696.jpg?v=1754696275","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","12","Color","Black","THEWIDEBANDBIKINIBOTTOMS-BLACK-12","20.00","shopify","deny","manual","1","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AA94F20-2A81-4F93-9605-08AA39A95696.jpg?v=1754696275","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","14","Color","Black","THEWIDEBANDBIKINIBOTTOMS-BLACK-14","20.00","shopify","deny","manual","1","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AA94F20-2A81-4F93-9605-08AA39A95696.jpg?v=1754696275","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","16","Color","Black","THEWIDEBANDBIKINIBOTTOMS-BLACK-16","20.00","shopify","deny","manual","6","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AA94F20-2A81-4F93-9605-08AA39A95696.jpg?v=1754696275","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","4","Color","Black White Crochet","THEWIDEBANDBIKINIBOTTOMS-BLACK WHITE CROCHET-4","24.00","shopify","deny","manual","35","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/BB08CE61-FCBE-4B1A-A50E-AB2A9AAFA7BC.jpg?v=1754699721","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","6","Color","Black White Crochet","THEWIDEBANDBIKINIBOTTOMS-BLACK WHITE CROCHET-6","24.00","shopify","deny","manual","35","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/BB08CE61-FCBE-4B1A-A50E-AB2A9AAFA7BC.jpg?v=1754699721","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","8","Color","Black White Crochet","THEWIDEBANDBIKINIBOTTOMS-BLACK WHITE CROCHET-8","24.00","shopify","deny","manual","38","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/BB08CE61-FCBE-4B1A-A50E-AB2A9AAFA7BC.jpg?v=1754699721","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","10","Color","Black White Crochet","THEWIDEBANDBIKINIBOTTOMS-BLACK WHITE CROCHET-10","24.00","shopify","deny","manual","47","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/BB08CE61-FCBE-4B1A-A50E-AB2A9AAFA7BC.jpg?v=1754699721","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","12","Color","Black White Crochet","THEWIDEBANDBIKINIBOTTOMS-BLACK WHITE CROCHET-12","24.00","shopify","deny","manual","10","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/BB08CE61-FCBE-4B1A-A50E-AB2A9AAFA7BC.jpg?v=1754699721","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","14","Color","Black White Crochet","THEWIDEBANDBIKINIBOTTOMS-BLACK WHITE CROCHET-14","24.00","shopify","deny","manual","6","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/BB08CE61-FCBE-4B1A-A50E-AB2A9AAFA7BC.jpg?v=1754699721","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","16","Color","Black White Crochet","THEWIDEBANDBIKINIBOTTOMS-BLACK WHITE CROCHET-16","24.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/BB08CE61-FCBE-4B1A-A50E-AB2A9AAFA7BC.jpg?v=1754699721","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","4","Color","Blue Paisley","THEWIDEBANDBIKINIBOTTOMS-BLUE PAISLEY-4","20.00","shopify","deny","manual","5","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D2A713EF-3685-48E7-ABC8-9B775F8748AE.jpg?v=1754704078","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","6","Color","Blue Paisley","THEWIDEBANDBIKINIBOTTOMS-BLUE PAISLEY-6","20.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D2A713EF-3685-48E7-ABC8-9B775F8748AE.jpg?v=1754704078","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","8","Color","Blue Paisley","THEWIDEBANDBIKINIBOTTOMS-BLUE PAISLEY-8","20.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D2A713EF-3685-48E7-ABC8-9B775F8748AE.jpg?v=1754704078","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","10","Color","Blue Paisley","THEWIDEBANDBIKINIBOTTOMS-BLUE PAISLEY-10","20.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D2A713EF-3685-48E7-ABC8-9B775F8748AE.jpg?v=1754704078","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","12","Color","Blue Paisley","THEWIDEBANDBIKINIBOTTOMS-BLUE PAISLEY-12","20.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D2A713EF-3685-48E7-ABC8-9B775F8748AE.jpg?v=1754704078","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","14","Color","Blue Paisley","THEWIDEBANDBIKINIBOTTOMS-BLUE PAISLEY-14","20.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D2A713EF-3685-48E7-ABC8-9B775F8748AE.jpg?v=1754704078","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","16","Color","Blue Paisley","THEWIDEBANDBIKINIBOTTOMS-BLUE PAISLEY-16","20.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D2A713EF-3685-48E7-ABC8-9B775F8748AE.jpg?v=1754704078","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","4","Color","Floral","THEWIDEBANDBIKINIBOTTOMS-FLORAL-4","22.00","shopify","deny","manual","1","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6F68A38D-1870-454A-9782-9B19D364435D.jpg?v=1754704251","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","6","Color","Floral","THEWIDEBANDBIKINIBOTTOMS-FLORAL-6","22.00","shopify","deny","manual","17","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6F68A38D-1870-454A-9782-9B19D364435D.jpg?v=1754704251","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","8","Color","Floral","THEWIDEBANDBIKINIBOTTOMS-FLORAL-8","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6F68A38D-1870-454A-9782-9B19D364435D.jpg?v=1754704251","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","10","Color","Floral","THEWIDEBANDBIKINIBOTTOMS-FLORAL-10","22.00","shopify","deny","manual","21","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6F68A38D-1870-454A-9782-9B19D364435D.jpg?v=1754704251","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","12","Color","Floral","THEWIDEBANDBIKINIBOTTOMS-FLORAL-12","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6F68A38D-1870-454A-9782-9B19D364435D.jpg?v=1754704251","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","14","Color","Floral","THEWIDEBANDBIKINIBOTTOMS-FLORAL-14","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6F68A38D-1870-454A-9782-9B19D364435D.jpg?v=1754704251","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","16","Color","Floral","THEWIDEBANDBIKINIBOTTOMS-FLORAL-16","22.00","shopify","deny","manual","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/6F68A38D-1870-454A-9782-9B19D364435D.jpg?v=1754704251","","Bottom","","","","",""
"the-wide-band-bikini-bottoms","","","","","","","","Size","4","Color","Powder Blue","THEWIDEBANDBIKINIBOTTOMS-POWDER BLUE-4","20.00","shopify","deny","manual","4","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/51040C51-48C0-49BA-851F-61CE1A3B8B5E.jpg?v=1754705594","","Bottom","","","","",""
